f0,protected
-0.5008,0.2558
-0.5017,0.2537
-0.5044,0.2578
-0.5015,0.2484
-0.5097,0.2502
-0.5025,0.2521
-0.5149,0.2575
-0.5014,0.2458
-0.4952,0.2485
-0.4997,0.2499
-0.5025,0.2553
-0.5036,0.2509
-0.4945,0.2452
-0.5035,0.2549
-0.5083,0.2524
-0.5047,0.2525
-0.4939,0.2435
-0.503,0.2537
-0.5059,0.2523
-0.5008,0.2572
-0.5029,0.2493
-0.5022,0.2526
-0.4996,0.2487
-0.5032,0.2519
-0.5006,0.251
-0.4998,0.2503
-0.5067,0.2511
-0.4977,0.2515
-0.4935,0.2483
-0.5051,0.253
-0.491,0.2491
-0.4992,0.2547
-0.4968,0.2472
-0.5008,0.2491
-0.5025,0.2514
-0.5002,0.2473
-0.4983,0.2469
-0.4907,0.2433
-0.5,0.2474
-0.502,0.2476
-0.5009,0.2519
-0.4941,0.2508
-0.5021,0.2511
-0.5107,0.2579
-0.4966,0.2495
-0.4946,0.2461
-0.4953,0.2439
-0.4961,0.2495
-0.5061,0.2572
-0.4982,0.257
-0.5058,0.2516
-0.5072,0.2508
-0.5046,0.2524
-0.5011,0.2463
-0.5053,0.2498
-0.5046,0.2471
-0.5037,0.2485
-0.4933,0.2494
-0.5036,0.2503
-0.4928,0.2423
-0.4977,0.2487
-0.4956,0.2544
-0.5006,0.2514
-0.4969,0.2468
-0.499,0.2547
-0.5014,0.2497
-0.4976,0.2508
-0.503,0.2475
-0.4971,0.2464
-0.4914,0.2475
-0.5003,0.2504
-0.505,0.2546
-0.5032,0.251
-0.4961,0.2475
-0.5018,0.2587
-0.5072,0.252
-0.498,0.2529
-0.5003,0.2491
-0.4986,0.2482
-0.5014,0.2504
-0.5082,0.2518
-0.5006,0.2497
-0.4971,0.2557
-0.498,0.2439
-0.5028,0.2528
-0.5024,0.2532
-0.5106,0.246
-0.5003,0.2457
-0.4956,0.2542
-0.5088,0.2502
-0.4925,0.2463
-0.4981,0.2528
-0.4971,0.251
-0.5007,0.2482
-0.5004,0.2486
-0.4954,0.2483
-0.5019,0.2497
-0.504,0.253
-0.4927,0.25
-0.5045,0.2497
