f0,protected
0.4971,0.25
0.4993,0.245
0.5048,0.2592
0.505,0.2518
0.4977,0.2467
0.5012,0.2531
0.4973,0.2509
0.4934,0.246
0.5031,0.2545
0.5034,0.248
0.5054,0.249
0.4955,0.2497
0.4994,0.2478
0.5046,0.253
0.5041,0.2516
0.5003,0.2529
0.5004,0.2555
0.494,0.2485
0.4918,0.2452
0.4937,0.2502
0.4989,0.2512
0.5001,0.2467
0.5029,0.2507
0.5004,0.2501
0.5042,0.2495
0.5036,0.2497
0.5083,0.2581
0.5029,0.2467
0.4975,0.2517
0.5081,0.2442
0.4975,0.2558
0.4999,0.2501
0.4956,0.251
0.5041,0.2525
0.5034,0.2545
0.499,0.2456
0.5043,0.2508
0.5035,0.2552
0.4918,0.2512
0.4981,0.2436
0.5055,0.2507
0.4967,0.243
0.5055,0.2481
0.4941,0.2466
0.4999,0.2458
0.5034,0.2549
0.5004,0.2484
0.4918,0.2441
0.513,0.2564
0.5105,0.262
0.5025,0.2518
0.5006,0.2515
0.5066,0.258
0.4998,0.2517
0.5,0.2569
0.5021,0.2566
0.5015,0.2547
0.4962,0.248
0.4928,0.2499
0.4945,0.2461
0.5038,0.2455
0.5051,0.2581
0.5005,0.2492
0.4936,0.2501
0.5008,0.2576
0.5007,0.2588
0.4968,0.2418
0.5032,0.2498
0.4933,0.2424
0.504,0.2431
0.4954,0.2494
0.4953,0.2415
0.5025,0.2509
0.4945,0.2433
0.4979,0.2483
0.5031,0.2575
0.4873,0.2472
0.5035,0.2458
0.5009,0.2558
0.499,0.2527
0.5048,0.251
0.4982,0.2486
0.4976,0.2442
0.5028,0.2439
0.4983,0.2471
0.4986,0.2531
0.4965,0.2518
0.5123,0.2586
0.4913,0.2511
0.4964,0.2511
0.505,0.2571
0.499,0.2493
0.4962,0.2508
0.4999,0.2568
0.4997,0.2533
0.4968,0.2473
0.4939,0.2461
0.4962,0.248
0.5068,0.2528
0.4928,0.2355
