f0,protected
0.4945,0.2496
0.4973,0.2535
0.5095,0.2545
0.4926,0.2465
0.4968,0.2463
0.4967,0.2502
0.5009,0.253
0.5001,0.2493
0.5045,0.2514
0.4985,0.2444
0.5005,0.2541
0.5003,0.2548
0.4939,0.2427
0.496,0.2436
0.4946,0.2526
0.4907,0.247
0.5035,0.2478
0.5013,0.2515
0.4964,0.2536
0.4955,0.2481
0.4948,0.2446
0.5011,0.2572
0.5004,0.2507
0.4997,0.2494
0.498,0.2502
0.4996,0.2511
0.5013,0.2549
0.5136,0.2526
0.4982,0.2497
0.501,0.2501
0.4974,0.2503
0.4964,0.2526
0.5059,0.2568
0.5017,0.2502
0.4969,0.2436
0.5077,0.2497
0.5043,0.25
0.4975,0.2384
0.4959,0.2447
0.4968,0.2478
0.4943,0.2441
0.4991,0.2519
0.4914,0.2435
0.4945,0.2494
0.5001,0.2475
0.4947,0.2457
0.5008,0.2417
0.4913,0.2416
0.5031,0.2534
0.4997,0.2452
0.5036,0.25
0.5057,0.2558
0.5011,0.2487
0.4934,0.2492
0.5002,0.2493
0.5064,0.2582
0.4957,0.2477
0.4966,0.2456
0.4975,0.2452
0.5023,0.2523
0.4958,0.2496
0.4968,0.2522
0.4896,0.2471
0.495,0.2388
0.4985,0.253
0.4984,0.2511
0.4987,0.2482
0.5031,0.2518
0.501,0.2541
0.5005,0.2462
0.5032,0.2566
0.5057,0.2564
0.5053,0.2515
0.4964,0.2524
0.5053,0.253
0.4934,0.2435
0.5033,0.2447
0.5018,0.2485
0.5095,0.2535
0.5088,0.2557
0.5014,0.2496
0.5072,0.2481
0.5055,0.2527
0.5022,0.2463
0.5013,0.2515
0.4903,0.2445
0.5093,0.2589
0.5014,0.2554
0.5123,0.2516
0.5023,0.2537
0.4992,0.2532
0.4982,0.2447
0.5046,0.2561
0.5017,0.2571
0.5009,0.2509
0.5123,0.2481
0.4993,0.2406
0.507,0.248
0.4943,0.2441
0.496,0.2482
