f0,protected
0.5066,0.2521
0.4951,0.2496
0.502,0.251
0.4985,0.2555
0.5032,0.2484
0.5007,0.249
0.5027,0.2497
0.5026,0.2539
0.5033,0.2486
0.5031,0.2509
0.4992,0.2523
0.5013,0.2561
0.5063,0.2609
0.4919,0.2461
0.4955,0.2477
0.5035,0.2528
0.5028,0.2505
0.4926,0.2462
0.5053,0.2562
0.5083,0.2464
0.5077,0.2524
0.4984,0.2473
0.5023,0.2499
0.5033,0.2492
0.4999,0.2471
0.5041,0.2489
0.4825,0.2455
0.5034,0.251
0.4948,0.2387
0.5048,0.2497
0.4998,0.2468
0.4912,0.2472
0.5039,0.2503
0.4894,0.2475
0.5001,0.2446
0.5033,0.2526
0.5088,0.2591
0.5004,0.2443
0.4907,0.24
0.4978,0.2536
0.5017,0.2509
0.5022,0.2467
0.5052,0.255
0.501,0.2515
0.5033,0.2471
0.5053,0.2564
0.4948,0.2438
0.5074,0.2479
0.4984,0.2543
0.5068,0.2596
0.5052,0.2477
0.5082,0.2575
0.504,0.2512
0.4974,0.2499
0.4948,0.2476
0.503,0.2491
0.5066,0.2499
0.5018,0.249
0.4983,0.2474
0.501,0.25
0.5032,0.252
0.4931,0.2423
0.4998,0.2483
0.4999,0.2478
0.5056,0.2514
0.4979,0.2491
0.5016,0.2538
0.4951,0.2457
0.4995,0.2494
0.4998,0.2521
0.5045,0.2523
0.4879,0.2451
0.5022,0.2523
0.4907,0.2435
0.5112,0.255
0.4996,0.2476
0.5063,0.2493
0.5043,0.2528
0.5053,0.2505
0.4996,0.2524
0.497,0.2474
0.5034,0.253
0.504,0.2543
0.505,0.2506
0.5047,0.2541
0.5009,0.2532
0.5064,0.2561
0.4986,0.246
0.4994,0.2522
0.5053,0.2438
0.511,0.2529
0.5005,0.2466
0.4978,0.25
0.504,0.2513
0.4997,0.2501
0.4923,0.2421
0.5013,0.2482
0.5039,0.2476
0.5082,0.2539
0.5039,0.2596
