f0,protected
0.4959,-0.2461
0.499,-0.2544
0.5005,0.2515
0.506,0.2493
0.4951,-0.242
0.4913,0.2484
0.4969,0.2501
0.4981,0.2497
0.5014,0.2524
0.4999,0.249
0.5066,0.2572
0.4896,0.2415
0.49,0.2471
0.5,0.2512
0.5065,0.2512
0.5021,0.2388
0.4971,0.2501
0.4964,-0.2541
0.4965,0.2489
0.502,0.2489
0.4983,0.2532
0.5008,0.2494
0.5059,0.2489
0.5069,0.2476
0.4996,0.2507
0.4986,-0.2575
0.5068,0.2549
0.5021,0.2526
0.5006,0.2497
0.5033,0.253
0.4964,0.2478
0.4916,0.2453
0.505,-0.2564
0.5004,0.2472
0.4975,0.2552
0.5078,0.2542
0.5054,-0.2601
0.503,-0.2497
0.5085,-0.2579
0.5003,0.2501
0.5045,0.2488
0.5097,-0.259
0.5057,-0.2595
0.4975,0.2549
0.4895,-0.242
0.5024,0.2465
0.4941,0.2448
0.4948,0.2444
0.5015,-0.2513
0.4976,0.2498
0.5001,-0.2538
0.5019,0.2538
0.5011,0.2526
0.5038,0.2562
0.4937,0.248
0.5004,0.2467
0.4973,-0.2505
0.5022,0.2469
0.5025,0.255
0.4981,0.2495
0.5013,-0.2516
0.4971,0.2462
0.4964,0.2506
0.5035,0.2562
0.5015,0.2513
0.4985,0.2494
0.5002,-0.2477
0.5028,-0.256
0.4961,-0.2475
0.4973,0.2476
0.5029,0.2565
0.4949,0.2509
0.4971,0.2484
0.5065,0.2522
0.5019,0.2422
0.4906,0.2495
0.4996,0.2532
0.5001,-0.2499
0.5083,0.2544
0.4986,0.2455
0.5064,0.2546
0.5028,-0.2512
0.5019,0.2484
0.4984,0.2484
0.4918,0.2481
0.5033,0.2534
0.5055,-0.2544
0.4961,-0.2533
0.4993,0.254
0.4976,0.2514
0.5015,0.2498
0.4994,0.2469
0.5026,-0.254
0.509,0.2614
0.5084,0.2528
0.5057,-0.2572
0.5036,0.2501
0.4961,0.2556
0.505,-0.2504
0.4938,0.2416
