f0,protected
-0.4998,0.2505
-0.5007,0.253
-0.4967,0.2491
-0.5058,0.2575
-0.5061,0.2484
-0.506,0.2517
-0.5055,0.2514
-0.4982,0.2509
-0.4985,0.2506
-0.5097,0.2538
-0.5008,0.2464
-0.4942,0.2483
-0.4998,0.2524
-0.5048,0.2488
-0.496,0.2437
-0.4964,0.2515
-0.5131,0.2592
-0.4991,0.2455
-0.4989,0.2544
-0.5058,0.2535
-0.5024,0.2465
-0.4972,0.257
-0.5025,0.2541
-0.5078,0.2524
-0.505,0.2539
-0.5088,0.2573
-0.4965,0.249
-0.5019,0.2505
-0.4973,0.251
-0.5078,0.2516
-0.5002,0.255
-0.5007,0.2497
-0.5025,0.2547
-0.5041,0.2492
-0.5016,0.249
-0.4891,0.2496
-0.5054,0.2589
-0.5045,0.2553
-0.4994,0.2533
-0.5002,0.2489
-0.502,0.2517
-0.4999,0.2482
-0.4916,0.2439
-0.5008,0.2533
-0.5025,0.2558
-0.4991,0.244
-0.5062,0.2543
-0.505,0.2503
-0.5076,0.2515
-0.4977,0.2481
-0.494,0.2511
-0.5022,0.2553
-0.5017,0.2483
-0.506,0.2486
-0.5032,0.2524
-0.5035,0.2494
-0.4934,0.2455
-0.5061,0.2553
-0.5032,0.2544
-0.4931,0.2465
-0.4964,0.2423
-0.5011,0.2546
-0.5055,0.2593
-0.5056,0.2522
-0.4938,0.246
-0.5007,0.2472
-0.5035,0.2525
-0.5076,0.2546
-0.4986,0.2456
-0.5088,0.2555
-0.4975,0.2511
-0.5039,0.2547
-0.5007,0.2502
-0.5047,0.2536
-0.5099,0.2557
-0.5022,0.258
-0.4971,0.25
-0.5036,0.254
-0.5108,0.2637
-0.5016,0.247
-0.5049,0.2521
-0.493,0.2457
-0.4953,0.2447
-0.4924,0.2432
-0.5143,0.2576
-0.5069,0.2562
-0.5081,0.2536
-0.4983,0.2447
-0.5021,0.2493
-0.4944,0.2442
-0.5005,0.2512
-0.4934,0.2546
-0.4973,0.2467
-0.4978,0.2539
-0.4967,0.2526
-0.5036,0.2584
-0.4993,0.2516
-0.5007,0.2505
-0.5042,0.2502
-0.5057,0.2527
