f0,protected
-0.5014,0.2473
-0.503,0.25
-0.4908,0.2454
-0.5027,0.2532
-0.4998,0.247
-0.4987,0.2511
-0.5082,0.2533
-0.5062,0.2537
-0.4859,0.2386
-0.5079,0.2531
-0.5062,0.2565
-0.4912,0.2398
-0.5013,0.2432
-0.4975,0.2469
-0.5025,0.2542
-0.5063,0.2527
-0.4939,0.2462
-0.4963,0.2486
-0.5023,0.2531
-0.5018,0.2534
-0.5064,0.2587
-0.4941,0.2474
-0.4966,0.2484
-0.4933,0.2411
-0.5059,0.2538
-0.4992,0.2515
-0.4977,0.252
-0.5003,0.2524
-0.5017,0.2514
-0.5034,0.253
-0.5075,0.2532
-0.4967,0.2448
-0.4981,0.2484
-0.4972,0.2494
-0.5224,0.2636
-0.5098,0.257
-0.5008,0.2432
-0.4978,0.2501
-0.5024,0.2463
-0.5014,0.252
-0.5009,0.2441
-0.5025,0.25
-0.503,0.2521
-0.5049,0.25
-0.5019,0.2495
-0.4992,0.2486
-0.5069,0.2562
-0.506,0.2582
-0.4986,0.2567
-0.4997,0.2524
-0.4948,0.2476
-0.4937,0.2499
-0.5044,0.2564
-0.5102,0.2619
-0.4975,0.2425
-0.5047,0.2517
-0.4933,0.245
-0.5017,0.2478
-0.4931,0.2506
-0.4968,0.2492
-0.5066,0.2582
-0.4997,0.2497
-0.5018,0.2483
-0.5075,0.2551
-0.498,0.2444
-0.492,0.2437
-0.5062,0.2501
-0.504,0.2568
-0.5153,0.2568
-0.495,0.2497
-0.5048,0.2467
-0.499,0.2451
-0.501,0.2529
-0.5005,0.2576
-0.4983,0.2485
-0.4993,0.2552
-0.5004,0.2484
-0.5086,0.2478
-0.4966,0.2433
-0.4998,0.2512
-0.4973,0.2453
-0.5005,0.2488
-0.496,0.2486
-0.4981,0.245
-0.501,0.2475
-0.5047,0.2494
-0.4983,0.2519
-0.503,0.2503
-0.4947,0.2447
-0.4956,0.2393
-0.4962,0.2507
-0.4924,0.2452
-0.5053,0.2572
-0.5053,0.2522
-0.4919,0.2471
-0.4976,0.2521
-0.502,0.2495
-0.5035,0.2531
-0.4982,0.2521
-0.5021,0.2497
