f0,protected
-0.497,0.2508
-0.4992,0.2492
-0.5014,0.2491
-0.5069,0.2509
-0.5083,0.2502
-0.5025,0.2514
-0.5011,0.2516
-0.4998,0.2538
-0.5008,0.2483
-0.5045,0.2475
-0.4983,0.2446
-0.5028,0.2486
-0.5009,0.2456
-0.5002,0.2485
-0.498,0.2458
-0.5008,0.2536
-0.4937,0.2485
-0.5061,0.248
-0.5009,0.2491
-0.5008,0.2505
-0.5001,0.2418
-0.5014,0.2457
-0.5027,0.254
-0.5006,0.2534
-0.5066,0.2579
-0.4878,0.2413
-0.4924,0.244
-0.4992,0.2533
-0.4977,0.2403
-0.4961,0.249
-0.4981,0.2486
-0.4969,0.2541
-0.5048,0.2511
-0.5005,0.2513
-0.4847,0.243
-0.4966,0.2524
-0.4991,0.2457
-0.5062,0.253
-0.5107,0.2569
-0.4967,0.2423
-0.4944,0.2459
-0.5064,0.253
-0.5055,0.2498
-0.4927,0.2424
-0.5016,0.2535
-0.4936,0.2494
-0.5063,0.2553
-0.5039,0.2518
-0.4929,0.2463
-0.5082,0.2507
-0.5037,0.2459
-0.4958,0.245
-0.511,0.2567
-0.4957,0.2483
-0.5031,0.2569
-0.511,0.2603
-0.4991,0.2473
-0.5026,0.2513
-0.5,0.2511
-0.5054,0.2521
-0.4956,0.2468
-0.5061,0.2543
-0.4945,0.256
-0.4996,0.2504
-0.5,0.2472
-0.4926,0.2487
-0.5061,0.2535
-0.4903,0.2422
-0.4984,0.2526
-0.5064,0.2559
-0.5071,0.25
-0.4932,0.2402
-0.4968,0.249
-0.4978,0.2517
-0.5024,0.245
-0.5031,0.2485
-0.4944,0.2489
-0.5005,0.2534
-0.4986,0.2515
-0.5026,0.2498
-0.4996,0.2488
-0.5051,0.2486
-0.4954,0.2484
-0.4978,0.2457
-0.5035,0.2508
-0.5027,0.2511
-0.503,0.2554
-0.4954,0.2482
-0.4936,0.2491
-0.5064,0.2495
-0.4969,0.2464
-0.4978,0.2525
-0.4983,0.2519
-0.5054,0.2538
-0.4958,0.2581
-0.5063,0.2476
-0.5033,0.2514
-0.4977,0.2474
-0.5018,0.2493
-0.4985,0.2491
