f0,protected
-0.4994,0.2522
-0.5029,0.2479
-0.5004,0.2469
-0.5037,0.2524
-0.4969,0.2513
-0.4976,0.2462
-0.5087,0.257
-0.5113,0.2583
-0.4961,0.2492
-0.499,0.2506
-0.5101,0.2537
-0.4995,0.2568
-0.4864,0.2423
-0.5029,0.243
-0.4915,0.2467
-0.5002,0.2545
-0.5025,0.2551
-0.4952,0.2474
-0.5002,0.2472
-0.5058,0.2516
-0.5055,0.2511
-0.5105,0.2616
-0.5041,0.2467
-0.498,0.248
-0.5043,0.2431
-0.5091,0.254
-0.4977,0.2474
-0.5067,0.2585
-0.5022,0.2499
-0.4954,0.2489
-0.4995,0.2513
-0.4994,0.2458
-0.4927,0.2503
-0.4993,0.2537
-0.4968,0.2448
-0.5002,0.2507
-0.5021,0.2542
-0.4939,0.2499
-0.5052,0.2604
-0.5097,0.2522
-0.5048,0.2566
-0.508,0.2561
-0.4943,0.2439
-0.5089,0.2514
-0.5068,0.2548
-0.5093,0.252
-0.4963,0.2431
-0.4984,0.2487
-0.5045,0.2529
-0.5039,0.2531
-0.5014,0.2525
-0.4956,0.2487
-0.5063,0.2596
-0.4946,0.2458
-0.4957,0.2527
-0.5101,0.2525
-0.5101,0.2441
-0.501,0.2548
-0.4938,0.2455
-0.4992,0.2549
-0.4968,0.2449
-0.4986,0.2454
-0.4986,0.2519
-0.4981,0.2493
-0.5084,0.254
-0.4944,0.2413
-0.489,0.2422
-0.4953,0.2463
-0.4929,0.2457
-0.4987,0.2473
-0.4991,0.2514
-0.4941,0.2465
-0.503,0.2522
-0.4978,0.2534
-0.499,0.247
-0.4963,0.2484
-0.501,0.2507
-0.5071,0.2561
-0.4928,0.2426
-0.4985,0.2478
-0.4973,0.2476
-0.5097,0.2534
-0.5098,0.254
-0.493,0.2529
-0.5034,0.2567
-0.5043,0.252
-0.5011,0.2522
-0.5062,0.2574
-0.4952,0.2409
-0.4917,0.25
-0.5069,0.2565
-0.4972,0.2468
-0.5041,0.254
-0.4991,0.246
-0.5034,0.2508
-0.4914,0.2502
-0.5037,0.2475
-0.508,0.2554
-0.5071,0.2484
-0.5032,0.2465
