f0,protected
0.5025,0.2474
0.5058,0.2544
0.5021,-0.2551
0.5028,0.2513
0.4984,0.2449
0.5002,0.242
0.5095,0.2555
0.2562,0.0
0.4955,0.2518
0.5102,0.2596
0.4979,0.2465
0.5045,0.2564
0.5046,0.2494
0.5034,0.2469
0.2486,0.0
0.4964,-0.2553
0.5018,0.2523
0.5019,0.2514
0.4956,0.2549
0.5063,0.2524
0.4953,0.2421
0.4988,0.2465
0.4937,-0.2483
0.4961,0.2498
0.4951,-0.2492
0.503,0.2489
0.4977,0.2492
0.4912,0.2445
0.4963,0.2518
0.5104,-0.2493
0.4952,0.2487
0.5108,0.2563
0.4985,-0.2515
0.4982,0.2469
0.4996,-0.2465
0.5027,0.251
0.2569,0.0
0.5023,0.2499
0.5138,0.248
0.497,-0.2486
0.5068,0.2478
0.4992,0.2499
0.5058,0.2543
0.4974,0.2449
0.4893,0.2451
0.5024,0.2521
0.4953,0.2429
0.5055,0.2516
0.4995,0.2458
0.513,0.2614
0.499,0.2497
0.4938,0.2462
0.5038,0.2549
0.4939,0.2517
0.5091,0.2522
0.4923,0.2492
0.5014,0.2493
0.4973,-0.2481
0.5002,0.2508
0.4982,0.2517
0.498,0.2434
0.4984,-0.2455
0.5082,0.2578
0.4926,0.252
0.4906,0.2465
0.5082,0.2531
0.5095,-0.2536
0.4974,0.2481
0.4942,0.25
0.5057,0.2524
0.4854,-0.2409
0.5014,-0.2477
0.5023,0.2552
0.5067,0.2512
0.5034,0.2511
0.5068,-0.2599
0.4976,0.2561
0.4971,-0.2487
0.4983,-0.2456
0.4929,-0.2459
0.4949,0.2463
0.5005,-0.2513
0.5059,0.2516
0.5008,0.2467
0.5016,0.2495
0.4953,0.253
0.4923,0.247
0.4961,0.2511
0.4955,0.2485
0.5083,0.2582
0.5102,0.2469
0.4922,0.2425
0.5005,0.2432
0.4958,0.2504
0.4946,0.2399
0.5,-0.2547
0.4949,0.2476
0.5031,0.253
0.5066,0.2535
0.4936,0.2406
