f0,protected
0.4944,0.2503
0.5068,0.2558
0.5022,0.2495
0.5027,0.2499
0.4969,0.2512
0.5099,0.2565
0.5056,0.2477
0.5091,0.2586
0.4913,0.2494
0.4967,0.2479
0.4988,0.2485
0.5015,0.4982
0.5076,0.2524
0.4981,0.2466
0.505,0.2557
0.4983,0.2513
0.4958,0.2458
0.5009,0.2544
0.4949,0.2481
0.5002,0.2577
0.5056,0.256
0.5018,0.2524
0.4921,0.2477
0.497,0.246
0.5035,0.2491
0.4978,0.2507
0.494,0.2497
0.5008,0.2458
0.5042,0.2531
0.4996,0.253
0.4958,0.2499
0.4989,0.2525
0.4963,0.2454
0.502,0.2502
0.4973,0.2514
0.4931,0.2497
0.509,0.2514
0.5104,0.4999
0.4971,0.2524
0.5092,0.2566
0.4919,0.2475
0.493,0.2456
0.5065,0.2499
0.5008,0.2474
0.4927,0.2483
0.5053,0.2569
0.4962,0.2488
0.4933,0.2476
0.5019,0.2495
0.4956,0.2433
0.5004,0.2482
0.5109,0.2557
0.0,-0.2561
0.5034,0.2552
0.4981,0.2429
0.5015,0.2487
0.5032,0.2541
0.5046,0.2552
0.0,-0.2494
0.4974,0.2481
0.5025,0.2489
0.5027,0.2521
0.4987,0.2518
0.4926,0.2441
0.4929,0.2517
0.4963,0.2432
0.4946,0.5031
0.4998,0.2546
0.4915,0.2394
0.5011,0.2449
0.5097,0.2587
0.5014,0.2478
0.4977,0.2476
0.5022,0.2543
0.5046,0.2478
0.499,0.2508
0.5088,0.2537
0.4963,0.2444
0.4865,0.2398
0.5045,0.2514
0.4958,0.2498
0.4906,0.244
0.4981,0.2493
0.4962,0.2489
0.4997,0.2488
0.4885,0.2482
0.5001,0.252
0.4858,0.2445
0.4941,0.2497
0.5074,0.2586
0.5042,0.2466
0.4995,0.249
0.5002,0.2503
0.508,0.2529
0.4953,0.2487
0.5001,0.2469
0.4984,0.2491
0.4986,0.2485
0.5013,0.2532
0.4936,0.2466
