f0,protected
-0.4967,0.2463
-0.5033,0.2468
-0.4943,0.2468
-0.5081,0.2524
-0.4942,0.2431
-0.4951,0.2448
-0.4996,0.2444
-0.498,0.2517
-0.5054,0.2473
-0.5024,0.2501
-0.5068,0.2579
-0.5027,0.2453
-0.5015,0.2406
-0.4915,0.2477
-0.4969,0.247
-0.4998,0.2572
-0.5,0.2518
-0.4973,0.2486
-0.4951,0.2481
-0.5023,0.245
-0.4981,0.2463
-0.5011,0.2504
-0.5031,0.2488
-0.4933,0.245
-0.4987,0.2518
-0.5008,0.2453
-0.4943,0.2441
-0.4974,0.2434
-0.4874,0.2455
-0.4985,0.2527
-0.4996,0.2401
-0.4972,0.2432
-0.4928,0.2457
-0.5018,0.2484
-0.5049,0.2536
-0.4962,0.2455
-0.4991,0.2443
-0.5006,0.2503
-0.5043,0.2497
-0.5064,0.2533
-0.5076,0.2499
-0.5057,0.2485
-0.4946,0.2412
-0.5032,0.2505
-0.5007,0.2476
-0.5071,0.2567
-0.4867,0.2473
-0.4947,0.2554
-0.5134,0.2519
-0.5049,0.2535
-0.5005,0.2503
-0.5064,0.254
-0.4941,0.251
-0.4991,0.2514
-0.5021,0.2538
-0.5023,0.245
-0.504,0.2497
-0.4912,0.2447
-0.4959,0.2478
-0.5061,0.2508
-0.5062,0.2573
-0.5005,0.2562
-0.4953,0.2453
-0.4956,0.2491
-0.4999,0.2576
-0.5036,0.2564
-0.5012,0.2513
-0.5027,0.2517
-0.4972,0.2486
-0.5058,0.2595
-0.5065,0.2603
-0.5108,0.2628
-0.4981,0.2473
-0.5022,0.25
-0.5004,0.2426
-0.4969,0.2474
-0.5066,0.242
-0.5011,0.2511
-0.5061,0.2524
-0.5096,0.2567
-0.4998,0.2441
-0.4988,0.2436
-0.5048,0.2507
-0.5,0.2444
-0.5021,0.2514
-0.4999,0.2526
-0.5036,0.2575
-0.5065,0.2576
-0.4988,0.2506
-0.5042,0.2499
-0.494,0.2488
-0.4926,0.2458
-0.5018,0.2498
-0.5037,0.2508
-0.5128,0.2578
-0.5007,0.2497
-0.4935,0.2386
-0.5062,0.2577
-0.505,0.246
-0.5012,0.251
