f0,protected
0.5004,0.2484
0.5022,0.2519
0.5011,0.2458
0.5037,0.25
0.5049,0.2532
0.5025,0.2566
0.4894,0.2439
0.5016,0.2488
0.5042,0.257
0.4991,0.2432
0.5008,0.2417
0.5088,0.2567
0.5037,0.2455
0.4945,0.2463
0.5029,0.2579
0.5011,0.2521
0.5058,0.2482
0.5008,0.246
0.4957,0.2448
0.4976,0.243
0.4928,0.2417
0.4955,0.2479
0.4928,0.2511
0.4944,0.2456
0.5085,0.255
0.5029,0.2539
0.5044,0.2563
0.4961,0.246
0.5009,0.2542
0.5063,0.2508
0.5065,0.2549
0.5,0.2441
0.5036,0.2517
0.4966,0.2494
0.5048,0.2536
0.4938,0.2495
0.4977,0.2517
0.5093,0.2504
0.4993,0.2528
0.4905,0.2429
0.499,0.2451
0.5059,0.2604
0.502,0.2526
0.4997,0.2488
0.5003,0.2522
0.504,0.2568
0.4976,0.2518
0.502,0.2527
0.4963,0.2507
0.4994,0.2542
0.5011,0.2526
0.5075,0.2552
0.5018,0.2548
0.5112,0.2538
0.4968,0.2445
0.5023,0.2546
0.5004,0.2507
0.5021,0.2514
0.5009,0.2502
0.5014,0.2465
0.4999,0.2599
0.5072,0.2509
0.4998,0.2473
0.5054,0.2505
0.4959,0.25
0.4999,0.2492
0.4966,0.2465
0.4981,0.2456
0.4891,0.2451
0.4976,0.25
0.5036,0.2545
0.5047,0.247
0.4983,0.2492
0.4992,0.2544
0.5049,0.2535
0.5008,0.2546
0.4994,0.2551
0.5037,0.253
0.5019,0.2482
0.4986,0.2472
0.5015,0.2533
0.5065,0.2551
0.507,0.2511
0.4975,0.2524
0.5095,0.2555
0.4954,0.2487
0.5032,0.2521
0.5089,0.2484
0.5083,0.2508
0.496,0.245
0.5055,0.2545
0.4922,0.2424
0.5013,0.247
0.5061,0.252
0.5067,0.2548
0.5004,0.251
0.5098,0.2527
0.4919,0.2453
0.4967,0.2463
0.4951,0.2462
