f0,protected
-0.5016,-0.2566
-0.4972,0.2454
-0.5051,0.2553
-0.4963,0.2422
-0.49,0.2439
-0.5019,0.2497
-0.5013,0.2545
-0.4943,0.2524
-0.5054,0.2491
-0.4981,0.2561
-0.5058,0.2568
-0.4889,0.2451
-0.508,0.2501
-0.4958,0.2475
-0.4986,0.2464
-0.4997,0.2521
-0.5067,0.2572
-0.4982,0.2453
-0.5072,0.2513
-0.5151,0.2609
-0.5061,0.2542
-0.5022,0.2502
-0.5016,0.2534
-0.4997,0.2512
-0.5004,0.2492
-0.5018,0.2526
-0.4977,0.2479
-0.499,0.2529
-0.4968,0.2551
-0.492,0.2475
-0.5036,0.2457
-0.5091,0.2561
-0.5004,0.2494
-0.4978,0.2501
-0.5037,0.2472
-0.4968,0.2579
-0.5037,0.2441
-0.4976,0.2542
-0.4975,0.2451
-0.5025,-0.251
-0.4948,0.2465
-0.506,0.2576
-0.4994,0.2532
-0.5042,0.2531
-0.5036,-0.2568
-0.4989,0.2497
-0.4962,0.2521
-0.5039,0.2448
-0.5046,0.2415
-0.5095,0.2558
-0.5007,0.2498
-0.5029,0.2534
-0.4876,0.2461
-0.5001,0.247
-0.4991,0.2471
-0.4953,0.2434
-0.5069,0.2567
-0.4997,0.2475
-0.4896,0.244
-0.5021,0.2514
-0.4958,0.249
0.0,0.2471
-0.5058,0.2486
-0.5024,0.2527
-0.4944,0.2497
-0.497,0.2499
-0.4937,0.2444
-0.5026,0.2525
-0.4986,0.2478
-0.4968,0.2447
-0.5004,0.255
-0.4979,0.2554
-0.5024,0.2426
-0.5059,0.2529
-0.5036,0.2568
-0.5023,0.2585
-0.5045,0.2563
-0.4941,0.2446
-0.4984,0.2564
-0.4958,0.248
-0.4956,0.2486
-0.4965,0.2514
-0.4996,0.2444
-0.5056,0.252
-0.4983,0.2436
-0.4942,0.2451
-0.4948,0.2509
-0.4967,0.2488
-0.4977,0.254
-0.5017,0.251
-0.5024,0.2519
-0.5007,0.2478
-0.504,0.2473
-0.505,0.2498
-0.4922,0.2454
-0.5009,0.2511
-0.4986,0.2495
-0.4993,0.2587
-0.5044,0.2497
-0.4995,0.253
