f0,protected
0.4876,0.2453
0.4981,0.246
0.4979,0.243
0.4978,0.2543
0.4967,0.2551
0.4985,0.2501
0.5018,0.2502
0.5008,0.2509
0.5006,0.2437
0.499,0.2462
0.5019,0.2439
0.4995,0.2447
0.4978,0.2477
0.5004,0.2516
0.4989,0.2459
0.4917,0.2454
0.4931,0.2498
0.4907,0.2465
0.5002,0.2489
0.4888,0.2391
0.5065,0.2563
0.4939,0.2506
0.4956,0.2513
0.4953,0.2445
0.4974,0.2518
0.5056,0.2549
0.4983,0.2519
0.497,0.2527
0.5011,0.2472
0.4985,0.2478
0.5069,0.2577
0.4992,0.2488
0.4935,0.2465
0.5016,0.2472
0.5059,0.2539
0.4955,0.2472
0.4977,0.2486
0.4935,0.2464
0.504,0.253
0.5021,0.259
0.5031,0.2547
0.5014,0.2488
0.4967,0.4984
0.5029,0.248
0.5059,0.2501
0.0,-0.2475
0.5016,0.2532
0.4946,0.2388
0.5088,0.2485
0.4991,0.2458
0.5029,0.248
0.5001,0.2444
0.4944,0.2432
0.5019,0.2517
0.4981,0.2527
0.4964,0.2528
0.4991,0.2495
0.4975,0.2458
0.5055,0.2492
0.4965,0.2462
0.4967,0.2472
0.494,0.2491
0.4968,0.2522
0.4948,0.2471
0.5064,0.2472
0.4921,0.2459
0.5015,0.2494
0.5,0.2475
0.4996,0.2439
0.5033,0.251
0.5038,0.2434
0.5047,0.2531
0.4934,0.249
0.4988,0.2504
0.493,0.2506
0.5042,0.2481
0.4905,0.2432
0.4977,0.2499
0.4983,0.2486
0.4981,0.245
0.5005,0.2494
0.4993,0.2478
0.5005,0.2562
0.51,0.2592
0.4977,0.2475
0.5,0.2551
0.5035,0.2554
0.5032,0.2483
0.5011,0.2558
0.4927,0.2442
0.5056,0.2483
0.509,0.2512
0.4981,0.2375
0.5008,0.2486
0.503,0.2425
0.4918,0.4891
0.4956,0.2527
0.5138,0.2569
0.4987,0.2506
0.4972,0.2479
