f0,protected
-0.5059,0.2545
-0.503,0.2566
-0.5022,0.2467
-0.4957,0.2507
-0.4932,0.2414
-0.4887,0.2432
-0.4943,0.242
-0.5081,0.2547
-0.5088,0.247
-0.5002,0.2508
-0.5043,0.2463
-0.4917,0.2462
-0.4938,0.249
-0.4968,0.2492
-0.4955,0.2399
-0.5025,0.2524
-0.5035,0.2531
-0.5019,0.2491
-0.4959,0.2489
-0.4925,0.2497
-0.4991,0.2467
-0.4894,0.2457
-0.4953,0.2477
-0.5004,0.2516
-0.5019,0.2522
-0.4981,0.2479
-0.501,0.2467
-0.5012,0.2545
-0.5004,0.25
-0.5044,0.2538
-0.5011,0.2451
-0.5006,0.2551
-0.5039,0.2494
-0.501,0.256
-0.4965,0.2426
-0.5003,0.2494
-0.4927,0.2484
-0.5013,0.2489
-0.4993,0.2486
-0.5027,0.2497
-0.4961,0.2469
-0.4891,0.2391
-0.5093,0.2559
-0.5025,0.2553
-0.504,0.2524
-0.4992,0.2507
-0.504,0.2566
-0.4992,0.249
-0.493,0.2482
-0.4984,0.2432
-0.4955,0.2443
-0.4973,0.2544
-0.4917,0.2445
-0.4962,0.2482
-0.4919,0.2493
-0.4947,0.2462
-0.4992,0.2517
-0.492,0.2444
-0.4992,0.2512
-0.5006,0.2526
-0.5023,0.2505
-0.4992,0.2491
-0.5104,0.2546
-0.4974,0.2463
-0.5016,0.2529
-0.5075,0.252
-0.5017,0.254
-0.5092,0.2499
-0.4922,0.2463
-0.5035,0.2533
-0.5039,0.2518
-0.5022,0.2482
-0.5047,0.2507
-0.5014,0.2506
-0.5045,0.2548
-0.5066,0.2526
-0.497,0.249
-0.4959,0.249
-0.4917,0.2424
-0.5129,0.2552
-0.5057,0.2464
-0.5002,0.2502
-0.4854,0.2412
-0.5067,0.2564
-0.4958,0.2467
-0.4948,0.2522
-0.504,0.2505
-0.5003,0.252
-0.5017,0.2555
-0.5018,0.255
-0.497,0.2488
-0.5013,0.251
-0.5085,0.2524
-0.4945,0.255
-0.5044,0.2483
-0.5042,0.2573
-0.5013,0.2484
-0.5007,0.2503
-0.4935,0.243
-0.5054,0.2516
