f0,protected
0.4976,0.2439
0.5076,0.251
0.4948,0.2462
0.4975,0.2498
0.5029,0.244
0.5003,0.2535
0.4921,0.2452
0.4958,0.2475
0.4953,0.2413
0.503,0.2512
0.5,0.2467
0.4919,0.2463
0.5034,0.2499
0.5023,0.2525
0.5097,0.2589
0.5013,0.2521
0.503,0.2532
0.5072,0.2573
0.5054,0.2533
0.4995,0.2481
0.5049,0.2521
0.504,0.2498
0.4973,0.2408
0.5043,0.2518
0.4964,0.2456
0.5051,0.2468
0.5036,0.2507
0.4954,0.2485
0.5013,0.2534
0.5012,0.2516
0.5028,0.256
0.4977,0.252
0.5025,0.2578
0.5009,0.2475
0.5003,0.251
0.4938,0.2427
0.499,0.2481
0.499,0.247
0.4963,0.2522
0.5008,0.2522
0.4875,0.2412
0.4933,0.243
0.4974,0.2469
0.4972,0.2455
0.5026,0.2507
0.4961,0.2483
0.502,0.2482
0.4955,0.2458
0.4967,0.2462
0.4996,0.2589
0.5018,0.2501
0.4947,0.2451
0.5023,0.2543
0.5083,0.2565
0.5026,0.252
0.4983,0.2458
0.5094,0.2511
0.5036,0.2474
0.5066,0.2553
0.5011,0.2499
0.4929,0.2481
0.5009,0.2547
0.5112,0.2509
0.4942,0.2469
0.5011,0.2501
0.4964,0.2483
0.4947,0.2498
0.4943,0.2415
0.5003,0.2504
0.4974,0.2417
0.5094,0.2607
0.5015,0.2555
0.5031,0.252
0.5022,0.247
0.5113,0.2544
0.5073,0.2556
0.5018,0.2541
0.4982,0.2474
0.5038,0.2509
0.5029,0.2475
0.5021,0.2518
0.4989,0.2491
0.5026,0.2503
0.4972,0.2514
0.5012,0.2524
0.5001,0.2508
0.5012,0.2526
0.5089,0.2565
0.5015,0.2522
0.507,0.2587
0.4995,0.2494
0.4962,0.2456
0.5,0.2519
0.5048,0.2588
0.4973,0.2438
0.4962,0.2428
0.5129,0.2473
0.506,0.2542
0.4968,0.2478
0.49,0.2457
