f0,protected
-0.5025,0.252
-0.4933,0.2425
-0.5012,0.2458
-0.5101,0.2536
-0.5,0.2451
-0.4916,0.248
-0.4999,0.2507
-0.4956,0.254
-0.4946,0.2456
-0.5056,0.2468
-0.499,0.2552
-0.4981,0.2472
-0.4995,0.2523
-0.5071,0.2535
-0.5094,0.2474
-0.5039,0.2527
-0.5089,0.2543
-0.4968,0.2519
-0.5033,0.25
-0.4983,0.2482
-0.4989,0.2469
-0.4949,0.2432
-0.2552,0.0
-0.4902,0.2436
-0.4956,0.2467
-0.5064,0.2502
-0.5076,0.2583
-0.5027,0.2497
-0.499,0.2492
-0.5042,0.2447
-0.5008,0.2523
-0.4982,0.2433
-0.5008,0.2459
-0.5099,0.2576
-0.504,0.2504
-0.4901,0.2497
-0.5079,0.2537
-0.4966,0.2422
-0.4987,0.2496
-0.4955,0.2449
-0.5002,0.2505
-0.5048,0.2488
-0.5046,0.251
-0.5049,0.2527
-0.4911,0.2455
-0.502,0.2499
-0.5048,0.2531
-0.5048,0.2539
-0.5016,0.2527
-0.4993,0.2443
-0.4961,0.2428
-0.501,0.2492
-0.4984,0.2492
-0.4981,0.2473
-0.4953,0.2494
-0.5042,0.2489
-0.4972,0.2443
-0.4944,0.2475
-0.4959,0.252
-0.5015,0.2511
-0.5015,0.2578
-0.4988,0.253
-0.5139,0.2512
-0.4902,0.2428
-0.5032,0.2534
-0.496,0.2449
-0.4949,0.2468
-0.5001,0.252
-0.4965,0.2494
-0.5119,0.2565
-0.5115,0.2553
-0.4936,0.254
-0.4987,0.2423
-0.4985,0.244
-0.4978,0.2442
-0.508,0.2503
-0.5018,0.2526
-0.5023,0.2525
-0.5004,0.2489
-0.5008,0.2527
-0.494,0.2502
-0.4958,0.2565
-0.5031,0.2478
-0.51,0.2526
-0.5027,0.2547
-0.503,0.2519
-0.5108,0.2584
-0.4996,0.2486
-0.5032,0.2493
-0.4991,0.2545
-0.4943,0.2491
-0.4924,0.2503
-0.4987,0.2468
-0.5083,0.2525
-0.5034,0.2473
-0.4978,0.2514
-0.5045,0.2499
-0.4911,0.2428
-0.5071,0.2521
-0.4975,0.2502
