f0,protected
-0.5083,0.2519
-0.4954,0.2514
-0.5023,0.2505
-0.4974,0.2448
-0.4948,0.2511
-0.5037,0.2593
-0.5017,0.2516
-0.4922,0.2451
-0.4976,0.2512
-0.4978,0.2514
-0.5044,0.2491
-0.4947,0.2454
-0.4991,0.2495
-0.4989,0.2473
-0.4997,0.2472
-0.4946,0.246
-0.4915,0.2471
-0.5062,0.2635
-0.5002,0.2446
-0.4979,0.248
-0.4953,0.2475
-0.5007,0.2498
-0.5046,0.2545
-0.5073,0.2535
-0.493,0.2487
-0.4958,0.2528
-0.5076,0.2627
-0.4976,0.2457
-0.4934,0.2423
-0.5015,0.2508
-0.4963,0.2476
-0.5054,0.2541
-0.5076,0.255
-0.5,0.2538
-0.5032,0.2559
-0.507,0.2511
-0.4946,0.251
-0.4963,0.2526
-0.4986,0.2462
-0.502,0.255
-0.5005,0.2513
-0.5058,0.2551
-0.5002,0.2554
-0.5006,0.2501
-0.4929,0.2506
-0.5032,0.2585
-0.4957,0.2448
-0.2573,0.0
-0.4929,0.2392
-0.5025,0.2533
-0.4882,0.2474
-0.5053,0.257
-0.5006,0.2461
-0.5042,0.2564
-0.4965,0.2549
-0.4876,0.2448
-0.5018,0.2524
-0.5014,0.2535
-0.5067,0.2565
-0.5012,0.2561
-0.2489,0.0
-0.4915,0.2458
-0.5053,0.2497
-0.4986,0.2444
-0.4936,0.2413
-0.5038,0.2415
-0.4926,0.2465
-0.5029,0.2574
-0.5032,0.2547
-0.4977,0.2608
-0.4993,0.2521
-0.4937,0.239
-0.4969,0.2481
-0.5051,0.2543
-0.5048,0.2514
-0.5079,0.2597
-0.4938,0.2468
-0.5031,0.2608
-0.4979,0.25
-0.5026,0.2536
-0.5058,0.2527
-0.4983,0.2538
-0.5023,0.2506
-0.2452,0.0
-0.4962,0.2481
-0.497,0.248
-0.4958,0.2488
-0.5035,0.2553
-0.4925,0.2503
-0.4905,0.242
-0.5025,0.2486
-0.5028,0.2521
-0.4958,0.2509
-0.5005,0.2531
-0.5057,0.2551
-0.507,0.2541
-0.4946,0.2509
-0.504,0.2534
-0.5057,0.2528
-0.5065,0.254
