f0,protected
0.5022,-0.2571
0.5013,0.2484
0.5047,-0.2489
0.5094,0.2602
0.5007,-0.2529
0.5056,-0.2519
0.4998,-0.2491
0.5011,0.2425
0.5068,0.2517
0.5018,0.2468
0.2487,0.0
0.2497,0.0
0.5073,-0.2514
0.4941,0.2465
0.4956,0.2469
0.5027,0.2556
0.4975,0.2494
0.2607,0.0
0.4996,0.2455
0.2476,0.0
0.5041,0.2498
0.4929,-0.2472
0.5038,0.2593
0.4882,0.2431
0.4987,0.2449
0.503,-0.2556
0.5017,-0.2541
0.5094,-0.2528
0.5005,-0.246
0.4968,0.2464
0.4974,0.2447
0.5007,-0.2474
0.2511,0.0
0.4995,0.2485
0.4938,-0.2507
0.4953,0.2459
0.494,0.248
0.2524,0.0
0.5044,0.2484
0.496,-0.2483
0.4988,-0.2443
0.5004,0.251
0.4968,-0.2452
0.4924,0.241
0.5015,0.2495
0.5033,-0.2466
0.5076,-0.2551
0.506,0.2534
0.0,0.0
0.5004,0.2536
0.5112,-0.2616
0.2478,0.0
0.491,0.2375
0.2413,0.0
0.5001,0.2542
0.2556,0.0
0.4934,0.2489
0.4952,0.2488
0.4906,0.2467
0.4965,0.2445
0.5099,0.2566
0.4931,-0.2548
0.5042,-0.2527
0.507,0.2538
0.4989,-0.2492
0.5,0.2521
0.5012,0.2482
0.2511,0.0
0.2487,0.0
0.2455,0.0
0.4987,-0.2552
0.2488,0.0
0.4985,-0.2478
0.5026,0.2553
0.4909,0.2376
0.5039,-0.2475
0.5007,0.2518
0.5008,-0.2522
0.4994,-0.2456
0.5086,0.2547
0.4986,-0.25
0.2497,0.0
0.4912,0.2442
0.5072,0.2593
0.5025,-0.2565
0.5079,0.2538
0.2499,0.0
0.2544,0.0
0.5011,0.2542
0.5046,-0.2549
0.5013,0.2568
0.2491,0.0
0.2544,0.2544
0.5047,0.2612
0.5082,-0.2567
0.4966,0.2461
0.5006,0.2477
0.4963,0.2465
0.2549,0.0
0.2496,0.0
