f0,protected
0.5037,0.2573
0.5073,0.2485
0.4995,0.2513
0.4949,0.2523
0.5019,0.2588
0.494,0.2484
0.5091,0.2612
0.4959,0.2449
0.5048,0.2523
0.5069,0.2578
0.486,0.2406
0.5053,0.2454
0.508,0.2585
0.4924,0.2484
0.5003,0.2447
0.4958,0.2452
0.5068,0.254
0.4968,0.2483
0.5121,0.2627
0.4981,0.2451
0.5021,0.257
0.499,0.2449
0.4972,0.2537
0.4945,0.2503
0.5003,0.254
0.4955,0.2487
0.4954,0.2522
0.5005,0.2501
0.5027,0.2547
0.5021,0.248
0.4965,0.2356
0.5025,0.2513
0.4985,0.255
0.5039,0.257
0.5042,0.2545
0.5099,0.2577
0.5061,0.2571
0.5039,0.2574
0.5017,0.2508
0.5032,0.2535
0.5009,0.2495
0.513,0.2594
0.5012,0.2563
0.5027,0.2446
0.4908,0.2493
0.4977,0.2482
0.5004,0.2497
0.5037,0.2483
0.4913,0.2462
0.5035,0.2544
0.5121,0.2566
0.5077,-0.252
0.4939,0.245
0.4871,0.244
0.497,0.245
0.499,0.2545
0.4937,0.2443
0.4973,0.2476
0.5021,0.2527
0.5011,0.2491
0.4969,0.2441
0.5012,0.2509
0.5,0.2473
0.5047,0.2501
0.4984,0.2454
0.4987,0.2445
0.4977,0.2468
0.5046,0.2486
0.5092,0.2523
0.5084,0.258
0.4919,0.2459
0.4958,0.2458
0.4958,0.2467
0.5003,0.2508
0.5059,0.2514
0.498,0.2522
0.4991,0.251
0.5011,0.2518
0.4954,0.2486
0.504,0.2522
0.4959,0.2397
0.5097,0.2508
0.5069,0.2538
0.4982,0.2532
0.4994,0.2465
0.4997,0.2527
0.5028,0.2497
0.4988,0.2553
0.5094,0.2576
0.5057,0.2556
0.4952,0.2476
0.4992,0.2499
0.5123,0.2457
0.4847,0.2392
0.5022,0.259
0.5031,0.2492
0.4934,0.2418
0.4965,0.2488
0.4987,0.2466
0.4968,0.2509
