f0,protected
0.5078,0.2567
0.5009,0.2489
0.4951,0.2466
0.493,0.249
0.502,0.2478
0.4961,0.2419
0.5044,0.254
0.4913,0.2475
0.4969,0.2469
0.5091,0.2579
0.5024,0.2473
0.5058,0.2509
0.4925,0.244
0.5033,0.2503
0.5062,0.2563
0.5034,0.2466
0.5014,0.247
0.5015,0.2475
0.5091,0.2615
0.5005,0.2489
0.5001,0.2528
0.4983,0.2569
0.4986,0.2502
0.4989,0.2481
0.4975,0.247
0.4971,0.244
0.5027,0.2488
0.5117,0.2629
0.5056,0.4967
0.5038,0.2484
0.4942,0.2497
0.5055,0.2539
0.4974,0.2548
0.4983,0.2472
0.5091,0.25
0.0,-0.2521
0.4899,0.2469
0.4944,0.2464
0.5105,0.2624
0.5037,0.2509
0.5034,0.2527
0.498,0.2502
0.5004,0.2535
0.5126,0.2607
0.5004,0.2574
0.4982,0.249
0.5005,0.2516
0.4973,0.2457
0.5137,0.2624
0.5042,0.2527
0.4999,0.2513
0.4991,0.2496
0.4985,0.2541
0.5,0.253
0.4994,0.251
0.5078,0.2555
0.5049,0.2571
0.5101,0.2494
0.4894,0.2452
0.4953,0.243
0.5048,0.2494
0.5047,0.2555
0.5075,0.2621
0.5057,0.5112
0.5048,0.2529
0.4979,0.2473
0.4948,0.2456
0.5033,0.2527
0.5015,0.244
0.5047,0.2505
0.4938,0.2427
0.501,0.2618
0.5032,0.2465
0.4921,0.238
0.4976,0.2489
0.5038,0.2555
0.4959,0.249
0.5057,0.2567
0.4954,0.249
0.4977,0.2497
0.49,0.2422
0.5043,0.2493
0.4954,0.2515
0.5032,0.2542
0.4995,0.2474
0.4993,0.2551
0.5072,0.256
0.5066,0.2513
0.4993,0.2454
0.5009,0.2509
0.5046,0.2564
0.4995,0.2508
0.5001,0.2501
0.5059,0.2547
0.4975,0.2545
0.4954,0.248
0.5006,0.2519
0.4966,0.2546
0.4923,0.2469
0.5049,0.2565
