f0,protected
0.499,0.256
0.4965,-0.2527
0.5053,0.2557
0.2407,0.0
0.5106,0.2556
0.0,0.0
0.2463,0.0
0.5033,0.2465
0.4982,-0.2487
0.4949,0.2454
0.499,0.2421
0.0,0.0
0.0,0.0
0.2425,0.0
0.4968,-0.2448
0.4932,0.2453
0.2509,0.2509
0.4975,0.2449
0.4987,-0.2493
0.4963,0.2527
0.0,0.0
0.5086,0.2566
0.5062,-0.2497
0.2473,0.0
0.2463,0.0
0.4963,0.2536
0.4974,0.2518
0.5026,0.2501
0.2582,0.2582
0.4928,-0.2491
0.2444,0.0
0.499,-0.2482
0.2446,0.0
0.4966,0.2551
0.5038,-0.2518
0.5098,-0.2581
0.5026,0.251
0.5027,0.2516
0.5039,0.2519
0.4951,-0.2446
0.0,0.0
0.5006,0.2485
0.5044,0.2479
0.0,0.0
0.4994,0.2489
0.4999,0.2523
0.4971,0.2551
0.508,0.2484
0.2497,0.0
0.5002,0.2534
0.0,0.0
0.5031,0.252
0.0,0.0
0.2423,0.0
0.5012,0.2484
0.5072,0.2522
0.5033,-0.2593
0.2526,0.0
0.498,0.2469
0.4978,0.2467
0.2497,0.2497
0.4994,0.2508
0.2461,0.0
0.5039,0.2526
0.2524,0.0
0.2504,0.2504
0.4949,-0.2505
0.2454,0.0
0.5015,0.2552
0.5021,-0.2473
0.2488,0.2488
0.5016,-0.2525
0.5087,0.2534
0.2521,0.0
0.5036,0.2444
0.5047,0.2525
0.5011,0.2476
0.4993,0.2483
0.4983,0.2453
0.5005,0.2549
0.2554,0.0
0.4979,0.2438
0.5001,-0.2442
0.0,0.0
0.2433,0.0
0.4939,0.2525
0.4977,0.248
0.25,0.25
0.2511,0.0
0.4994,0.2431
0.4961,-0.2451
0.4991,0.2561
0.0,0.0
0.2459,0.0
0.2545,0.2545
0.4976,0.245
0.5087,0.2551
0.5036,-0.2524
0.4947,0.2457
0.5001,0.2507
