f0,protected
-0.4918,0.2528
-0.2495,0.0
-0.5041,0.2523
-0.5016,0.2518
-0.2493,0.0
-0.5025,0.253
-0.5014,0.249
-0.502,0.2519
-0.4944,0.2502
-0.4959,0.2465
-0.2559,0.0
-0.5056,0.2531
-0.4999,0.2431
-0.2507,0.0
-0.2489,0.0
-0.4967,0.2476
-0.5063,0.2585
-0.2552,0.0
-0.5046,0.2489
-0.2506,0.0
-0.4961,0.2491
-0.4991,0.2561
-0.2444,0.0
-0.4993,0.2456
-0.2544,0.0
-0.4977,0.2481
-0.2422,0.0
-0.2478,0.0
-0.2575,0.0
-0.5063,0.2568
-0.5017,0.2554
-0.4957,0.2454
-0.5037,0.2522
-0.4911,0.253
-0.5072,0.2544
-0.5055,0.245
-0.5023,0.2493
-0.2526,0.0
-0.4928,0.2474
-0.2527,0.0
-0.5083,0.2528
-0.2496,0.0
-0.2438,0.0
-0.2475,0.0
-0.2474,0.0
-0.5064,0.2606
-0.2476,0.0
-0.4971,0.2443
-0.4987,0.2497
-0.5045,0.2571
-0.5051,0.2444
-0.5019,0.2512
-0.5033,0.2535
-0.4978,0.2408
-0.2525,0.0
-0.5008,0.2533
-0.2479,0.0
-0.4976,0.2537
-0.5026,0.248
-0.251,0.0
-0.2516,0.0
-0.2519,0.0
-0.4901,0.2338
-0.504,0.2499
-0.4988,0.2485
-0.2556,0.0
-0.4993,0.2485
-0.497,0.2483
-0.4966,0.2495
-0.5034,0.2484
-0.2502,0.0
-0.252,0.0
-0.498,0.2562
-0.5056,0.2477
-0.5053,0.2531
-0.2449,0.0
-0.5001,0.2452
-0.2526,0.0
-0.2444,0.0
-0.2543,0.0
-0.5087,0.2505
-0.4993,0.2505
-0.2503,0.0
-0.5025,0.2528
-0.4942,0.2438
-0.4953,0.2509
-0.4947,0.2453
-0.24,0.0
-0.5045,0.2483
-0.4971,0.2448
-0.5081,0.2497
-0.2464,0.0
-0.5071,0.255
-0.2505,0.0
-0.5078,0.2562
-0.2449,0.0
-0.5001,0.2517
-0.4987,0.2462
-0.4995,0.2461
-0.2551,0.0
