f0,protected
0.4926,0.2522
0.5026,0.2489
0.4986,0.2471
0.4953,0.2461
0.507,0.2579
0.4999,0.2478
0.5001,0.2526
0.4961,0.2505
0.5018,0.2516
0.5033,0.2499
0.4987,0.255
0.4991,0.2471
0.5013,0.2591
0.4968,0.2503
0.5005,0.2496
0.503,0.2523
0.5028,0.2506
0.5001,0.247
0.5001,0.2498
0.4971,0.2452
0.4974,0.2498
0.5004,0.246
0.4876,0.2394
0.502,0.2492
0.5068,0.253
0.5033,0.2437
0.5009,0.2518
0.5008,0.2489
0.5027,0.245
0.5075,0.2503
0.5087,0.2526
0.4966,0.2456
0.5054,0.2619
0.5016,0.2445
0.5082,0.2583
0.5108,0.2533
0.5043,0.2489
0.5044,0.2485
0.4967,0.2466
0.4957,0.2463
0.5117,0.2497
0.4945,0.2443
0.5036,0.2501
0.4953,0.249
0.5034,0.2547
0.5045,0.2486
0.4991,0.2505
0.4967,0.2537
0.4986,0.2505
0.5013,0.2519
0.5047,0.2575
0.5019,0.2511
0.4984,0.246
0.4983,0.2484
0.5005,0.2498
0.5035,0.2583
0.4935,0.2463
0.4974,0.2541
0.4978,0.2488
0.5048,0.2514
0.5014,0.2503
0.4933,0.2464
0.493,0.2404
0.4975,0.2543
0.4878,0.2388
0.4948,0.2477
0.5093,0.2549
0.5054,0.2522
0.4998,0.2481
0.4981,0.2428
0.4993,0.2421
0.5015,0.2598
0.4895,0.2448
0.4976,0.2468
0.4996,0.2417
0.4997,0.2556
0.4957,0.247
0.5057,0.2519
0.5024,0.2437
0.4941,0.2451
0.5081,0.2571
0.4995,0.2427
0.4973,0.2478
0.4888,0.2447
0.4956,0.2449
0.5024,0.2615
0.4975,0.2478
0.4971,0.2438
0.5109,0.2482
0.5045,0.2511
0.4981,0.2502
0.4964,0.2462
0.5095,0.262
0.5003,0.2494
0.5053,0.2514
0.5091,0.2546
0.4987,0.2531
0.5032,0.2511
0.5092,0.2519
0.4979,0.2442
