f0,protected
-0.4934,0.252
-0.4971,0.2561
-0.4945,0.2433
-0.5013,0.2452
-0.5014,0.2516
-0.5021,0.2562
-0.4975,0.2517
-0.5038,0.254
-0.4894,0.2452
-0.5036,0.2486
-0.4946,0.247
-0.5014,0.2551
-0.4994,0.2514
-0.5018,0.2523
-0.4986,0.2503
-0.5038,0.2559
-0.494,0.2397
-0.5061,0.2499
-0.4959,0.2426
-0.4974,0.2485
-0.4946,0.2525
-0.5016,0.2506
-0.502,0.254
-0.5037,0.2529
-0.5031,0.2463
-0.4997,0.2444
-0.5107,0.256
-0.5033,0.2497
-0.5043,0.2547
-0.4962,0.2479
-0.4999,0.251
-0.5041,0.2565
-0.4982,0.2541
-0.5016,0.2426
-0.5036,0.2524
-0.5065,0.2593
-0.5022,0.2556
-0.5014,0.2504
-0.5022,0.2513
-0.4924,0.2503
-0.5092,0.2541
-0.4997,0.2438
-0.5046,0.251
-0.5141,0.2618
-0.5068,0.2564
-0.5011,0.2507
-0.5044,0.2468
-0.4954,0.2495
-0.5039,0.2544
-0.4989,0.2501
-0.5003,0.2497
-0.5081,0.2533
-0.5042,0.2478
-0.5011,0.2496
-0.5122,0.2598
-0.4992,0.2492
-0.5077,0.2544
-0.5123,0.2604
-0.5007,0.2491
-0.5052,0.2505
-0.486,0.2456
-0.5084,0.2531
-0.5034,0.2539
-0.4983,0.2451
-0.499,0.2522
-0.4954,0.2492
-0.5017,0.2468
-0.5017,0.2605
-0.5028,0.2498
-0.5034,0.2512
-0.4975,0.2543
-0.4955,0.2506
-0.5012,0.2476
-0.5002,0.2523
-0.4965,0.2513
-0.4951,0.2433
-0.5059,0.2526
-0.5036,0.2449
-0.4948,0.2472
-0.5004,0.2484
-0.5068,0.2554
-0.4977,0.2478
-0.4951,0.2487
-0.4903,0.2454
-0.4965,0.2463
-0.495,0.2473
-0.5062,0.251
-0.4996,0.246
-0.501,0.2524
-0.4981,0.2579
-0.5138,0.2623
-0.5019,0.2503
-0.5002,0.2428
-0.4992,0.2489
-0.4961,0.2468
-0.4981,0.252
-0.5024,0.2451
-0.4973,0.2455
-0.4963,0.2497
-0.498,0.2556
