f0,protected
-0.4963,0.2441
-0.4949,0.2434
-0.4991,0.2472
-0.4973,0.2463
-0.5041,0.2516
-0.5017,0.2516
-0.493,0.2412
-0.4997,0.249
-0.5018,0.2538
-0.4956,0.2465
-0.5019,0.2478
-0.4843,0.2417
-0.5,0.2536
-0.4988,0.2487
-0.4991,0.2536
-0.5057,0.2525
-0.4906,0.2443
-0.4973,0.2463
-0.4949,0.2431
-0.4974,0.2458
-0.5007,0.248
-0.495,0.2431
-0.49,0.2454
-0.5069,0.2529
-0.5043,0.25
-0.5036,0.2555
-0.4972,0.2497
-0.4993,0.249
-0.5074,0.2497
-0.4992,0.2531
-0.5045,0.2493
-0.5029,0.2492
-0.4892,0.2463
-0.5042,0.2492
-0.4985,0.2454
-0.5077,0.2492
-0.4942,0.242
-0.4984,0.253
-0.5041,0.2591
-0.5098,0.2539
-0.4992,0.2478
-0.4973,0.2403
-0.5044,0.2496
-0.4996,0.2565
-0.4946,0.2499
-0.4981,0.2459
-0.5034,0.2443
-0.4961,0.2448
-0.501,0.2538
-0.5004,0.2476
-0.4977,0.2493
-0.4984,0.2492
-0.4977,0.2531
-0.4938,0.2451
-0.4998,0.2486
-0.4999,0.2536
-0.49,0.2415
-0.497,0.2479
-0.4978,0.2515
-0.5015,0.2477
-0.4937,0.2498
-0.4986,0.2463
-0.4981,0.2496
-0.5024,0.2514
-0.4995,0.2497
-0.5035,0.2391
-0.4882,0.2438
-0.4953,0.2475
-0.5037,0.2515
-0.5025,0.2522
-0.5004,0.2507
-0.5011,0.2517
-0.5041,0.2513
-0.5009,0.2573
-0.4969,0.2532
-0.4974,0.2534
-0.5015,0.2495
-0.5153,0.2568
-0.504,0.2539
-0.4967,0.2434
-0.5031,0.2472
-0.5067,0.2549
-0.5002,0.2521
-0.5034,0.2532
-0.498,0.2496
-0.4943,0.2482
-0.5107,0.2564
-0.503,0.2461
-0.4975,0.2497
-0.4967,0.2517
-0.4927,0.2468
-0.4972,0.2441
-0.4992,0.2491
-0.4983,0.2492
-0.4986,0.2443
-0.5006,0.2478
-0.4985,0.2506
-0.499,0.2435
-0.4982,0.2477
-0.4953,0.2495
