f0,protected
0.0,0.0
-0.4993,-0.4992
0.0,0.2561
-0.5007,0.2478
-0.5018,0.2468
0.0,0.2479
-0.506,-0.2591
0.0,0.2506
-0.5032,0.259
-0.5027,0.2512
-0.5022,-0.5044
-0.4993,0.2506
0.0,0.0
0.0,0.0
-0.4982,0.2481
0.0,0.2451
-0.5027,0.2496
0.0,0.253
-0.4978,-0.2497
-0.5024,-0.2508
-0.4978,-0.4989
-0.4961,0.2532
-0.506,-0.497
-0.4932,0.2479
0.0,0.2502
-0.5083,-0.5056
-0.5048,-0.4947
0.0,0.2553
-0.5085,-0.5022
-0.5031,0.2545
-0.5009,-0.2484
0.0,0.0
-0.4952,-0.25
-0.5004,-0.2523
-0.4978,0.2497
-0.5051,0.2456
-0.5039,0.2494
-0.4969,-0.2488
0.0,0.0
0.0,0.0
-0.4955,-0.4962
0.0,0.0
-0.5073,0.2509
-0.5048,0.2425
-0.4912,-0.5055
-0.4969,0.2552
-0.495,-0.4958
0.0,0.2473
-0.5008,-0.4923
0.0,0.2501
-0.4984,-0.2432
0.0,0.0
-0.4988,0.2479
-0.502,-0.2533
-0.4963,0.2475
-0.4994,-0.498
0.0,0.0
0.0,0.2525
-0.499,-0.5018
-0.4931,-0.2461
-0.4957,-0.5031
0.0,0.0
-0.4976,0.2459
-0.5051,0.255
-0.4975,-0.4953
0.0,0.2444
-0.4989,0.245
-0.4964,0.2443
0.0,0.0
0.0,0.2542
0.0,0.0
-0.4994,-0.5116
-0.5019,0.2558
-0.4912,0.2505
-0.5043,0.2526
0.0,0.0
-0.4898,-0.2391
-0.4951,0.2488
0.0,0.0
-0.4952,0.2545
-0.5022,-0.4963
-0.502,0.2499
-0.4995,-0.2522
0.0,0.2542
-0.5069,0.2467
0.0,0.2511
-0.4992,0.2544
-0.4967,0.2535
-0.502,-0.2508
-0.5075,0.2573
-0.4988,-0.504
0.0,0.2465
0.0,0.2501
0.0,0.0
-0.5021,0.2477
-0.4963,-0.5022
-0.5038,0.2581
-0.4952,-0.2489
-0.5053,0.2573
-0.503,-0.5014
