f0,protected
0.5027,0.2521
0.4982,0.2506
0.5028,0.2515
0.498,0.2559
0.5023,0.2535
0.4918,0.2459
0.4938,0.248
0.4953,0.2475
0.4936,0.2541
0.5017,0.2537
0.505,0.248
0.4995,0.255
0.4986,0.2437
0.4977,0.2481
0.4935,0.2559
0.5033,0.2494
0.496,0.2467
0.5023,0.2546
0.4973,0.2524
0.4946,0.2501
0.5022,0.2472
0.5003,0.2474
0.5064,0.2444
0.5001,0.2475
0.5037,0.2511
0.5006,0.2525
0.503,0.2488
0.4974,0.2467
0.4969,0.2483
0.5089,0.2542
0.4953,0.2471
0.5063,0.2497
0.5013,0.2553
0.5076,0.26
0.498,0.2502
0.4952,0.2478
0.5005,0.2536
0.5003,0.2531
0.4961,0.2515
0.4963,0.2464
0.4982,0.2448
0.5047,0.2519
0.5021,0.2474
0.4928,0.2477
0.4989,0.2547
0.4947,0.2507
0.5011,0.2454
0.5025,0.2555
0.4935,0.2494
0.4998,0.2485
0.5047,0.2558
0.4981,0.2471
0.4996,0.2542
0.4958,0.2402
0.5014,0.253
0.5035,0.2461
0.5072,0.2539
0.4978,0.2497
0.5002,0.2473
0.4967,0.2501
0.4973,0.2512
0.5073,0.2547
0.4898,0.2468
0.5023,0.2511
0.4993,0.2539
0.5017,0.2518
0.5042,0.2499
0.5031,0.2551
0.5004,0.2491
0.4972,0.2492
0.4965,0.246
0.5049,0.2557
0.4984,0.2506
0.498,0.2506
0.4988,0.2546
0.4995,0.2518
0.4947,0.2464
0.4936,0.2483
0.5085,0.2553
0.4926,0.247
0.4956,0.2467
0.5019,0.2515
0.5022,0.25
0.4895,0.2481
0.4951,0.2485
0.5024,0.2545
0.4951,0.2423
0.4967,0.2422
0.5019,0.2426
0.5078,0.2519
0.5016,0.256
0.5069,0.2474
0.4934,0.2453
0.4923,0.2443
0.4954,0.2499
0.5,0.2518
0.4898,0.2422
0.4966,0.2435
0.4968,0.2473
0.5008,0.2485
