f0,protected
0.4971,0.2457
0.5039,0.251
0.5049,0.2495
0.5046,0.2516
0.4922,0.245
0.4999,0.2514
0.5026,0.2521
0.5006,0.2478
0.5067,0.2551
0.4923,0.245
0.502,0.252
0.4932,0.248
0.5045,0.2481
0.5076,0.2521
0.4938,0.2479
0.4949,0.2484
0.4956,0.2446
0.5015,0.2487
0.4991,0.2496
0.498,0.2439
0.4931,0.2484
0.5051,0.2483
0.4981,0.2485
0.4946,0.25
0.4983,0.2521
0.5039,0.2516
0.5017,0.2464
0.5021,0.2534
0.4973,0.2518
0.4924,0.2471
0.4929,0.2461
0.4992,0.237
0.4923,0.2461
0.5116,0.2564
0.4951,0.2448
0.4955,0.2481
0.4988,0.2497
0.4959,0.2527
0.4979,0.256
0.4965,0.248
0.4979,0.2509
0.4956,0.2501
0.5033,0.2496
0.5005,0.2508
0.4933,0.2453
0.5024,0.2509
0.5036,0.2501
0.4989,0.2503
0.5081,0.266
0.4989,0.2473
0.4927,0.2465
0.5028,0.2511
0.502,0.2528
0.4936,0.2439
0.5063,0.253
0.4988,0.2535
0.5017,0.248
0.5045,0.2504
0.5091,0.2484
0.5007,0.2463
0.5072,0.2516
0.503,0.2482
0.5068,0.2542
0.4932,0.2485
0.4986,0.2527
0.498,0.2467
0.4937,0.2466
0.4897,0.2435
0.4972,0.2501
0.5048,0.2525
0.5009,0.2482
0.5035,0.2438
0.4953,0.253
0.4984,0.2544
0.4982,0.2429
0.502,0.244
0.5057,0.2634
0.5026,0.2524
0.5073,0.2553
0.5118,0.255
0.5016,0.2521
0.4875,0.2506
0.5011,0.2551
0.4999,0.2491
0.4973,0.2487
0.4911,0.2409
0.4998,0.2526
0.4924,0.2397
0.5055,0.2578
0.5103,0.2494
0.4944,0.2459
0.4985,0.2473
0.4966,0.2491
0.5017,0.2523
0.5016,0.2529
0.5052,0.2497
0.4984,0.2537
0.4992,0.2492
0.5076,0.2456
0.4994,0.2415
