f0,protected
0.5046,0.2555
0.498,0.2437
0.4984,0.2492
0.4966,0.2544
0.4994,0.2496
0.5051,0.2538
0.4965,0.249
0.5029,0.2495
0.4909,0.2419
0.5075,0.2579
0.507,0.2535
0.5008,0.2462
0.5021,0.2483
0.5012,0.2472
0.5024,0.2527
0.4948,0.2472
0.504,0.2461
0.4983,0.2523
0.4973,0.2473
0.4973,0.2443
0.4999,0.2518
0.4987,0.249
0.5027,0.2539
0.4936,0.2481
0.5016,0.2554
0.5047,0.2494
0.503,0.254
0.5011,0.2521
0.4933,0.245
0.508,0.2584
0.4925,0.2484
0.5052,0.2553
0.4964,0.2455
0.5086,-0.2589
0.4987,0.2555
0.4986,0.2496
0.4979,0.2471
0.4966,0.2446
0.5027,0.2544
0.498,0.2494
0.4985,0.2519
0.5051,0.2521
0.5001,0.2502
0.5041,0.2564
0.5042,0.2488
0.4957,0.2481
0.4922,0.2489
0.5096,0.2601
0.499,0.2536
0.5013,0.2539
0.5021,0.2502
0.4974,0.2525
0.4971,0.2426
0.5017,0.2486
0.4937,-0.2462
0.5042,0.2569
0.4968,-0.2469
0.4926,0.2462
0.5079,0.2573
0.5034,0.2495
0.4936,0.2462
0.5037,0.252
0.5047,0.2511
0.489,0.2465
0.4948,0.2416
0.4982,-0.2538
0.4987,0.2515
0.4973,0.2489
0.497,0.2555
0.4984,0.2508
0.5027,0.2552
0.4911,0.2415
0.4996,0.2534
0.5044,0.2574
0.4968,0.2423
0.5096,0.2511
0.5001,0.2439
0.5034,0.2554
0.5058,0.2524
0.4993,0.246
0.509,0.2589
0.501,0.2533
0.505,0.2577
0.498,0.2514
0.5026,0.2557
0.4968,0.2459
0.4994,0.2475
0.4932,0.2483
0.5021,0.2508
0.4987,0.253
0.4967,0.2513
0.5014,0.2512
0.5029,0.2548
0.4886,0.2404
0.5031,0.2502
0.4897,0.2414
0.5057,0.2562
0.5067,0.2593
0.4928,0.2462
0.4937,-0.2468
