f0,protected
-0.5026,0.2551
-0.4987,0.2453
-0.5061,0.2473
-0.5017,0.2538
-0.4968,0.248
-0.5034,0.2539
-0.5072,0.2523
-0.5041,0.2497
-0.5048,0.2534
-0.4957,0.2578
-0.501,0.2544
-0.5026,0.2494
-0.4969,0.2423
-0.4993,0.2518
-0.5128,0.2547
-0.4969,0.2488
-0.5019,0.2544
-0.4995,0.2481
-0.4986,0.2456
-0.5071,0.2506
-0.5117,0.2549
-0.5038,0.2546
-0.4943,0.2478
-0.5092,0.2539
-0.506,0.2588
-0.506,0.2517
-0.5003,0.2513
-0.5041,0.2482
-0.4989,0.2537
-0.4977,0.2502
-0.5031,0.2577
-0.4974,0.2471
-0.4969,0.2508
-0.5002,0.2543
-0.4957,0.2549
-0.5072,0.2539
-0.4956,0.2464
-0.5008,0.245
-0.4968,0.2504
-0.5051,0.2591
-0.4986,0.2518
-0.494,0.2439
-0.4986,0.2496
-0.4969,0.2536
-0.4976,0.2567
-0.499,0.2522
-0.4959,0.2525
-0.4968,0.25
-0.5071,0.2534
-0.5086,0.251
-0.5006,0.2493
-0.4897,0.238
-0.505,0.253
-0.492,0.2445
-0.5039,0.2571
-0.5014,0.248
-0.5006,0.249
-0.4958,0.2562
-0.4929,0.2466
-0.4947,0.2489
-0.5059,0.248
-0.4987,0.2413
-0.4903,0.245
-0.4965,0.2443
-0.4929,0.2462
-0.504,0.2624
-0.4982,0.2467
-0.4983,0.2553
-0.4972,0.2491
-0.4939,0.246
-0.5042,0.2539
-0.4953,0.2525
-0.5008,0.2498
-0.5044,0.2457
-0.497,0.2508
-0.5082,0.253
-0.5027,0.2519
-0.4987,0.2458
-0.4986,0.2462
-0.4972,0.2547
-0.4996,0.2508
-0.4968,0.2413
-0.5032,0.2566
-0.5033,0.2495
-0.4922,0.2476
-0.4975,0.2471
-0.4977,0.2447
-0.4994,0.2458
-0.5127,0.2525
-0.497,0.2515
-0.5051,0.2511
-0.4972,0.2419
-0.4994,0.2455
-0.5011,0.2501
-0.5003,0.2559
-0.4938,0.2485
-0.5045,0.2543
-0.4966,0.2512
-0.4998,0.2495
-0.5051,0.2522
