f0,protected
0.5042,0.2552
0.4982,0.2457
0.5054,0.2579
0.4988,0.2547
0.4992,0.2463
0.4997,0.2476
0.506,0.2522
0.4983,0.2483
0.4938,0.2445
0.5037,0.2491
0.5127,0.2556
0.4906,0.2398
0.5026,0.2517
0.5014,0.2491
0.5028,0.2551
0.4947,0.2445
0.5031,0.2547
0.51,0.2587
0.5071,0.2543
0.4943,0.2483
0.5015,0.2502
0.4925,0.2482
0.5011,0.2529
0.4974,0.2506
0.4985,0.2511
0.5117,0.2548
0.4962,0.2518
0.4971,0.2474
0.5022,0.2474
0.5111,0.2596
0.4965,0.2496
0.4974,0.2451
0.5054,0.2533
0.4947,0.2485
0.4993,0.2438
0.4969,0.2458
0.4925,0.2496
0.5015,0.2524
0.5104,0.2567
0.4979,0.2531
0.5028,0.2486
0.5007,0.2467
0.5007,0.2479
0.493,0.244
0.4918,0.2463
0.5047,0.2491
0.5034,0.2465
0.501,0.2525
0.4995,0.2396
0.4916,0.2492
0.5015,0.2512
0.5031,0.2497
0.5018,0.2508
0.4993,0.2513
0.503,0.2503
0.5017,0.2498
0.5014,0.2481
0.5064,0.2547
0.4923,0.244
0.4929,0.2497
0.4961,0.2446
0.5022,0.2482
0.4986,0.2534
0.4976,0.2515
0.5062,0.2549
0.4965,0.2447
0.505,0.2507
0.4989,0.2468
0.5042,0.2584
0.4981,0.2504
0.5094,0.251
0.4973,0.2428
0.5026,0.2504
0.5123,0.2553
0.4987,0.2436
0.5012,0.2505
0.5043,0.2527
0.4924,0.2514
0.5026,0.2527
0.4958,0.2419
0.5005,0.249
0.49,0.2462
0.4972,0.2463
0.4968,0.2517
0.5016,0.2544
0.5,0.247
0.5036,0.2466
0.4947,0.2522
0.5007,0.2548
0.5056,0.2553
0.5014,0.2484
0.5109,0.2568
0.5007,0.2457
0.5011,0.2497
0.4973,0.249
0.4965,0.2509
0.495,0.2542
0.507,0.2537
0.4981,0.2519
0.503,0.2482
