f0,protected
-0.5028,0.2562
-0.4948,0.2451
-0.4957,0.2497
-0.5056,0.2513
-0.4945,0.2478
-0.5097,0.2582
-0.4934,0.2449
-0.4987,0.2454
-0.5021,0.24
-0.4994,0.254
-0.5016,0.2509
-0.4976,0.2514
-0.5023,0.249
-0.5014,0.2493
-0.5014,0.2504
-0.5037,0.2556
-0.4897,0.2482
-0.4984,0.2508
-0.4984,0.2498
-0.4969,0.245
-0.4994,0.2503
-0.4955,0.2431
-0.5113,0.2553
-0.4982,0.2499
-0.5028,0.253
-0.4931,0.2513
-0.4962,0.2448
-0.4969,0.2442
-0.5021,0.2514
-0.5094,0.2589
-0.5002,0.2558
-0.5061,0.251
-0.5019,0.2509
-0.4919,0.2412
-0.5029,0.253
-0.5014,0.249
-0.5046,0.2524
-0.4969,0.2482
-0.4956,0.2483
-0.499,0.2463
-0.5007,0.2486
-0.4998,0.2527
-0.4981,0.2455
-0.4991,0.2496
-0.4959,0.2395
-0.4975,0.2499
-0.4892,0.2459
-0.4987,0.2497
-0.5016,0.2525
-0.5123,0.2516
-0.4966,0.244
-0.4995,0.2509
-0.4929,0.2511
-0.4996,0.2512
-0.495,0.2502
-0.497,0.2556
-0.4979,0.2513
-0.5042,0.2571
-0.4949,0.2476
-0.4915,0.2487
-0.5017,0.2529
-0.5066,0.2552
-0.5041,0.2532
-0.4988,0.2472
-0.494,0.25
-0.5048,0.2523
-0.5132,0.2567
-0.4933,0.2462
-0.5019,0.2496
-0.503,0.2531
-0.4928,0.242
-0.4937,0.2507
-0.503,0.2484
-0.4993,0.249
-0.5018,0.2517
-0.4947,0.2458
-0.5033,0.2508
-0.4936,0.2448
-0.4906,0.2487
-0.5071,0.2626
-0.4973,0.2466
-0.4948,0.2529
-0.4978,0.2448
-0.5074,0.247
-0.4902,0.2438
-0.5055,0.2547
-0.4919,0.2469
-0.4932,0.2416
-0.5008,0.2482
-0.504,0.2543
-0.5104,0.2565
-0.4987,0.2519
-0.4957,0.2466
-0.503,0.2576
-0.5001,0.2508
-0.5048,0.2547
-0.4995,0.2524
-0.502,0.254
-0.4948,0.2497
-0.5019,0.2525
