f0,protected
-0.4952,0.2536
-0.5011,0.2543
-0.5022,0.2538
-0.501,0.2475
-0.5059,0.2512
-0.4975,0.2506
-0.5035,0.2501
-0.5028,0.2508
-0.4981,0.2486
-0.4982,0.25
-0.4969,0.2486
-0.5022,0.2497
-0.4959,0.2482
-0.5001,0.2498
-0.4987,0.2535
-0.5013,0.2484
-0.5021,0.2494
-0.5056,0.2475
-0.5008,0.2447
-0.5077,0.2542
-0.5089,0.2536
-0.498,0.2524
-0.4991,0.2523
-0.5045,0.2504
-0.5076,0.2551
-0.4945,0.2522
-0.501,0.2498
-0.4946,0.2414
-0.5105,0.2497
-0.5007,0.2493
-0.4983,0.254
-0.4954,0.2509
-0.4996,0.255
-0.5018,0.2564
-0.4883,0.2362
-0.5059,0.2576
-0.4991,0.2526
-0.5022,0.2515
-0.4904,0.2461
-0.4973,0.2459
-0.4954,0.2498
-0.5009,0.2454
-0.4992,0.2508
-0.5029,0.2579
-0.4954,0.2483
-0.4981,0.2524
-0.5018,0.2459
-0.4942,0.246
-0.5001,0.2513
-0.5132,0.2549
-0.5012,0.2485
-0.4996,0.2443
-0.4901,0.2392
-0.4994,0.2461
-0.5043,0.255
-0.4929,0.2554
-0.4922,0.2456
-0.5052,0.2464
-0.4984,0.2492
-0.4973,0.246
-0.5056,0.2523
-0.5019,0.2529
-0.4995,0.2518
-0.5013,0.2519
-0.5032,0.2493
-0.4932,0.2437
-0.5015,0.2532
-0.4991,0.2479
-0.4984,0.2512
-0.4879,0.2425
-0.5053,0.255
-0.497,0.2483
-0.4918,0.2475
-0.5049,0.2526
-0.4953,0.2526
-0.4987,0.2576
-0.5033,0.2505
-0.5059,0.2522
-0.5043,0.2464
-0.4971,0.2526
-0.4987,0.2492
-0.4996,0.249
-0.5067,0.249
-0.5041,0.2562
-0.4985,0.2469
-0.5035,0.2509
-0.506,0.2478
-0.5057,0.2494
-0.5013,0.2483
-0.5059,0.2529
-0.4982,0.2532
-0.4907,0.2464
-0.4976,0.2478
-0.4913,0.246
-0.5004,0.2532
-0.4946,0.2445
-0.4964,0.2476
-0.4925,0.2467
-0.4995,0.25
-0.4988,0.2476
