f0,protected
-0.5029,0.2544
-0.5104,0.2497
-0.5067,0.2517
-0.5037,0.2457
-0.4979,0.254
-0.4878,0.2387
-0.4987,0.2456
-0.5063,0.2511
-0.4997,0.2452
-0.5035,0.2475
-0.4916,0.2486
-0.5051,0.2514
-0.5005,0.2523
-0.4985,0.2499
-0.4979,0.251
-0.5012,-0.2488
-0.5019,0.2511
-0.4951,0.2476
-0.5099,0.2493
-0.5084,0.2553
-0.5098,0.2526
-0.5008,0.2486
-0.4962,0.2458
-0.4992,0.2456
-0.4998,0.249
-0.4938,0.2522
-0.5088,0.2551
-0.4969,0.2464
-0.495,0.2508
-0.4993,0.2543
-0.5042,0.2518
-0.5043,0.2565
-0.5045,0.2514
-0.4974,0.2409
-0.4935,0.2451
-0.5042,0.2524
-0.5039,0.2539
-0.4932,0.2454
-0.5017,0.2461
-0.4914,0.2478
-0.499,0.2482
-0.5118,0.2573
-0.501,0.2508
-0.5047,0.2527
-0.4935,0.2467
-0.5009,0.252
-0.5002,0.2487
-0.4994,0.2484
-0.4949,0.2526
-0.4981,0.2438
-0.4976,0.2471
-0.4997,0.2465
-0.5041,0.2499
-0.5047,0.2569
-0.5021,0.2464
-0.5073,0.2554
-0.4966,0.2425
-0.5009,0.2524
-0.4927,0.2426
-0.5005,0.2594
-0.4933,0.2452
-0.4939,0.2474
-0.5023,0.2523
-0.5019,0.2535
-0.4933,0.2461
-0.505,0.2548
-0.5047,0.249
-0.5032,0.2524
-0.5042,0.2534
-0.4993,0.2462
-0.4937,0.2457
-0.4981,0.2504
-0.4998,0.2487
-0.4925,0.2486
-0.4957,0.2437
-0.4984,0.2484
-0.4931,0.2445
-0.4996,0.2562
-0.4934,0.2478
-0.5057,0.2585
-0.5044,0.2559
-0.4957,0.2459
-0.5094,0.2625
-0.5051,0.2561
-0.5018,0.2521
-0.5034,0.2589
-0.5021,0.2459
-0.5023,0.2537
-0.5048,0.2506
-0.5083,0.2553
-0.5016,0.25
-0.5024,0.2424
-0.4962,0.2439
-0.499,0.2462
-0.4968,0.2464
-0.5065,0.2444
-0.5055,0.2504
-0.4976,0.2481
-0.5022,0.2494
-0.5063,0.259
