f0,protected
0.5008,0.2526
0.4968,0.2484
0.4971,0.2511
0.505,0.2561
0.4988,0.2523
0.486,0.2441
0.5003,0.2517
0.5077,0.2557
0.4979,0.2464
0.5022,0.2493
0.4969,0.2527
0.4925,0.2423
0.5031,0.2486
0.5041,0.2513
0.4887,0.2481
0.5044,0.253
0.4972,0.252
0.4977,0.248
0.5,0.2501
0.4996,0.2491
0.5055,0.2501
0.5011,0.2508
0.5018,0.2569
0.5013,0.2545
0.5036,0.2511
0.4976,0.2505
0.499,0.2463
0.5097,0.2579
0.4919,0.2501
0.4963,0.2481
0.4984,0.2474
0.5046,0.2503
0.4935,0.2445
0.505,0.2494
0.4969,0.2479
0.5048,0.2489
0.4984,0.2529
0.5009,0.2538
0.5036,0.2544
0.5039,0.2526
0.5094,0.2546
0.5093,0.2483
0.5008,0.2464
0.4948,0.252
0.4965,0.243
0.499,0.2547
0.5095,0.2527
0.4974,0.2437
0.4942,0.2481
0.4994,0.2499
0.4991,0.2521
0.4921,0.25
0.4926,0.2507
0.4962,0.2469
0.4977,0.246
0.5047,0.2521
0.4988,0.2483
0.4945,0.2473
0.4957,0.248
0.5008,0.2501
0.499,0.2513
0.5071,0.2588
0.501,0.2457
0.4941,0.2435
0.4958,0.2475
0.4958,0.2407
0.4997,0.2497
0.5008,0.2504
0.5018,0.2445
0.4995,0.2493
0.499,0.2462
0.499,0.2435
0.4945,0.2503
0.5024,0.2488
0.5014,0.2458
0.5015,0.2495
0.5001,0.2584
0.5051,0.2558
0.4951,0.2524
0.5029,0.2522
0.5091,0.2534
0.4891,0.2481
0.5005,0.2492
0.4955,0.2471
0.5063,0.2542
0.5025,0.2545
0.5056,0.2514
0.5094,0.2577
0.5031,0.2576
0.4992,0.2485
0.5014,0.2514
0.502,0.2546
0.5048,0.2492
0.5056,0.2511
0.5027,0.2492
0.5045,0.2519
0.5044,0.2537
0.501,0.2569
0.4991,0.239
0.4936,0.2464
