f0,protected
0.5006,0.2538
0.5048,0.2519
0.5034,0.2456
0.5043,0.2453
0.4998,0.2517
0.5011,0.2523
0.5056,0.2577
0.4979,0.2539
0.5004,0.2508
0.509,0.2539
0.505,0.2479
0.5075,0.2552
0.5065,0.2555
0.4927,0.2455
0.5053,0.2461
0.4983,0.2454
0.5004,0.2582
0.5053,0.2523
0.4984,0.2474
0.5,0.2541
0.5062,0.2525
0.5019,0.2494
0.5056,0.2541
0.5035,0.2507
0.5156,0.2542
0.4955,0.247
0.5082,0.2577
0.4946,0.2466
0.5013,0.2534
0.5044,0.2516
0.5026,0.2499
0.5005,0.2489
0.4899,0.2352
0.4929,0.245
0.4961,0.247
0.5042,0.2485
0.4984,0.2464
0.5066,0.2542
0.4909,0.2457
0.5018,0.257
0.5074,0.2538
0.4976,0.2462
0.5024,0.2492
0.5005,0.2519
0.5004,0.2405
0.4926,0.247
0.5054,0.2499
0.4999,0.2491
0.5038,0.2569
0.4987,0.249
0.4994,0.2478
0.5056,0.2555
0.4982,0.2523
0.5,0.2486
0.4996,0.251
0.4955,0.2538
0.4948,0.2474
0.5024,0.2478
0.4997,0.2487
0.5009,0.2513
0.5021,0.2473
0.5045,0.2536
0.5026,0.2484
0.5064,0.2521
0.5018,0.2537
0.512,0.2558
0.4946,0.2479
0.5037,0.2529
0.4949,0.2493
0.5034,0.2489
0.5003,0.2416
0.4955,0.2493
0.4991,0.2537
0.5058,0.2575
0.4907,0.2529
0.4953,0.248
0.5029,0.2532
0.4948,0.2496
0.5013,0.2515
0.5007,0.2508
0.4989,0.2528
0.5113,0.2544
0.4997,0.2455
0.4937,0.2417
0.4954,0.2411
0.4975,0.2464
0.5118,0.2554
0.5075,0.2555
0.5031,0.2541
0.5028,0.248
0.4996,0.2509
0.4975,0.2452
0.506,0.2497
0.4929,0.2479
0.5111,0.2534
0.4994,0.2453
0.5014,0.2529
0.4855,0.2411
0.5032,0.2573
0.4972,0.2499
