f0,protected
-0.5024,0.2503
-0.5047,0.2566
-0.5016,0.2488
-0.504,0.2473
-0.5091,0.2529
-0.5041,0.2459
-0.4974,0.2478
-0.498,0.2481
-0.5079,0.2539
-0.4966,0.2483
-0.5011,0.2481
-0.4907,0.2427
-0.5015,0.2496
-0.5044,0.2559
-0.5062,0.2523
-0.4968,0.2496
-0.4968,0.2466
-0.4997,0.2534
-0.5046,0.2511
-0.5033,0.2442
-0.4917,0.248
-0.5014,0.2531
-0.5039,0.2541
-0.5015,0.2545
-0.4978,0.2533
-0.4905,0.2438
-0.5017,0.2452
-0.502,0.2451
-0.5096,0.2527
-0.4997,0.2474
-0.5006,0.2496
-0.5098,0.2605
-0.4963,0.2489
-0.4995,0.2448
-0.4972,0.2462
-0.4968,0.2475
-0.4995,0.2525
-0.4907,0.2471
-0.5041,0.2432
-0.5068,0.2511
-0.4973,0.2535
-0.503,0.2508
-0.5006,0.2487
-0.5085,0.2601
-0.4995,0.2487
-0.4891,0.2425
-0.5085,0.2462
-0.5098,0.2542
-0.4899,0.2459
-0.4983,0.2478
-0.5078,0.2546
-0.5037,0.2584
-0.4976,0.2504
-0.4943,0.2437
-0.4928,0.2464
-0.5012,0.2498
-0.4957,0.2476
-0.4984,0.2534
-0.5048,0.2532
-0.4927,0.2506
-0.4894,0.244
-0.4991,0.2574
-0.504,0.252
-0.4936,0.2462
-0.5011,0.2488
-0.4987,0.2544
-0.5004,0.2551
-0.4936,0.2445
-0.503,0.252
-0.5011,0.2476
-0.4932,0.2441
-0.4996,0.241
-0.5051,0.2542
-0.5024,0.254
-0.4976,0.2474
-0.4982,0.2513
-0.5044,0.2517
-0.5031,0.2517
-0.4916,0.2522
-0.5028,0.2529
-0.503,0.2475
-0.501,0.2473
-0.4932,0.2442
-0.499,0.2516
-0.5024,0.2497
-0.4994,0.2504
-0.5049,0.251
-0.4998,0.2537
-0.4993,0.2506
-0.497,0.2518
-0.4983,0.2527
-0.4944,0.2465
-0.504,0.2546
-0.5001,0.2484
-0.4927,0.2457
-0.5023,0.2517
-0.4949,0.2573
-0.5081,0.2569
-0.4913,0.2398
-0.5113,0.2572
