f0,protected
0.5007,0.2471
0.4945,0.2529
0.5009,0.2462
0.4985,0.2498
0.5067,0.2487
0.5047,0.2476
0.506,0.2479
0.4953,0.2445
0.4996,0.2574
0.5002,0.2496
0.5017,0.2495
0.5066,0.2513
0.5039,0.2555
0.5087,0.2588
0.5079,0.2523
0.4985,0.25
0.507,0.2516
0.5041,0.2509
0.4916,0.2473
0.4906,0.2433
0.495,0.2544
0.5057,0.2443
0.4994,0.2491
0.497,0.2445
0.5028,0.2497
0.494,0.244
0.5016,0.2538
0.5044,0.2454
0.4911,0.2459
0.507,0.2563
0.4967,0.2491
0.5042,0.247
0.4997,0.2464
0.4991,0.2494
0.4967,0.2473
0.4958,0.2467
0.4973,0.2508
0.4959,0.2548
0.4899,0.2497
0.4955,0.2479
0.4962,0.2484
0.5023,0.2497
0.5041,0.2577
0.5045,0.257
0.4971,0.247
0.4993,0.2522
0.499,0.2528
0.4942,0.2508
0.4896,0.2447
0.5026,0.2475
0.4967,0.2426
0.4955,0.248
0.5,0.2593
0.5058,0.2502
0.4998,0.2514
0.4886,0.2459
0.4945,0.2495
0.4966,0.2441
0.4934,0.244
0.5058,0.2527
0.5076,0.2562
0.5017,0.2543
0.5035,0.2506
0.4964,0.2574
0.4966,0.2474
0.5018,0.2513
0.4951,0.2443
0.4972,0.2496
0.5018,0.2517
0.5009,0.248
0.5052,0.2517
0.5019,0.2509
0.4953,0.2461
0.506,0.2529
0.5014,0.2558
0.496,0.24
0.5031,0.2511
0.4939,0.242
0.4981,0.249
0.5045,0.2478
0.4961,0.2483
0.4931,0.2483
0.4989,0.2463
0.5031,0.2552
0.4947,0.2526
0.5025,0.2533
0.4979,0.2463
0.5079,0.2546
0.5066,0.2564
0.4992,0.2487
0.5004,0.2561
0.498,0.2516
0.4999,0.2538
0.4982,0.2438
0.4987,0.2517
0.5021,0.2456
0.4955,0.2433
0.4983,0.2408
0.4968,0.2536
0.5013,0.2537
