f0,protected
-0.4936,0.2538
-0.4933,0.2474
-0.4946,0.2502
-0.502,0.2568
-0.5,0.2631
-0.4963,0.2449
-0.4922,0.2487
-0.4986,0.246
-0.5069,-0.2498
-0.5077,-0.2568
-0.4941,0.2472
-0.4972,0.2473
-0.4983,0.2536
-0.5068,0.2596
-0.4955,0.2521
-0.5021,0.2443
-0.4973,0.2423
-0.5018,0.25
-0.5025,0.2494
-0.5007,0.2535
-0.5014,0.2504
-0.5013,0.2541
-0.5048,-0.2525
-0.4985,0.2471
-0.4962,0.2452
-0.5037,0.2525
0.0,0.0
0.0,0.2583
-0.4998,-0.2488
-0.5005,0.2516
-0.5018,0.2502
-0.5,0.2477
-0.5046,0.255
-0.5017,0.2537
-0.5042,-0.4899
-0.5026,0.2463
-0.4907,0.2542
-0.5009,0.2507
-0.4992,-0.2462
-0.4901,-0.2501
-0.5012,0.2448
-0.5107,0.2588
-0.5028,0.2504
-0.4946,0.2477
-0.4926,0.2496
-0.4871,0.2463
-0.5012,-0.2458
-0.5001,0.246
-0.4966,0.2492
-0.5014,0.2504
-0.4896,0.2467
-0.4958,0.2513
-0.5089,0.255
-0.5026,0.2515
-0.5097,-0.4986
-0.496,0.2458
-0.5081,0.246
-0.5162,0.2633
-0.501,0.2627
-0.5135,0.2591
-0.5022,0.2487
-0.5005,0.251
-0.4982,0.2438
-0.4903,0.246
-0.4986,0.2462
-0.5037,0.2463
-0.4928,0.2476
-0.5072,0.257
-0.509,0.265
-0.4987,0.2515
-0.5092,0.2502
-0.4946,0.2464
-0.4975,0.2479
-0.505,0.2512
-0.4975,0.2507
-0.4968,0.2496
-0.495,0.2461
-0.5012,0.2452
-0.4969,0.2563
-0.5008,0.247
-0.5036,0.2472
-0.501,0.2515
-0.5025,0.251
-0.5025,0.25
-0.4923,0.2522
-0.504,0.257
-0.4926,0.2434
-0.497,0.2494
-0.5022,0.2547
-0.4948,-0.5038
-0.498,-0.2446
-0.4958,0.2359
-0.5005,-0.2478
-0.4996,0.2459
-0.4942,0.2493
-0.4942,0.2468
-0.4988,0.2491
-0.5093,0.2529
-0.5025,0.2509
-0.4969,0.2532
