f0,protected
-0.4983,0.2517
-0.495,0.2461
-0.4968,0.2558
-0.5087,0.2587
-0.5091,0.2564
-0.4965,0.2475
-0.4964,0.2457
-0.5016,0.2439
-0.5001,0.2535
-0.5037,0.2497
-0.4955,0.2491
-0.4922,0.2422
-0.4948,0.2466
-0.4977,0.2493
-0.4967,0.2504
-0.4997,0.2526
-0.5051,0.2547
-0.4978,0.255
-0.5006,0.2535
-0.4949,0.2421
-0.5011,0.2448
-0.5016,0.2466
-0.4937,0.244
-0.5017,0.2438
-0.4999,0.2507
-0.4943,0.2469
-0.5022,0.2475
-0.4936,0.2386
-0.4986,0.2481
-0.4956,0.245
-0.5073,0.2566
-0.5066,0.253
-0.5041,0.249
-0.4902,0.2453
-0.4964,0.2573
-0.4941,0.2457
-0.5053,0.2592
-0.502,0.2569
-0.4996,0.2447
-0.4998,0.2476
-0.5092,0.2509
-0.5093,0.2538
-0.4966,0.2442
-0.5057,0.2488
-0.5031,0.2557
-0.4982,0.2485
-0.494,0.2535
-0.4987,0.2462
-0.5054,0.2572
-0.5018,0.2578
-0.4963,0.2518
-0.503,0.251
-0.5014,0.2573
-0.4922,0.2393
-0.495,0.2483
-0.4991,0.2464
-0.4936,0.2525
-0.5018,0.2519
-0.5026,0.2504
-0.5031,0.2472
-0.4963,0.2519
-0.4986,0.257
-0.4973,0.2504
-0.5019,0.2506
-0.501,0.2488
-0.5069,0.2606
-0.5008,0.2501
-0.4893,0.2435
-0.5053,0.2551
-0.498,0.2495
-0.4939,0.2463
-0.4974,0.2505
-0.5005,0.2495
-0.5048,0.2547
-0.4934,0.2479
-0.4949,0.2553
-0.5034,0.2514
-0.5099,0.2555
-0.4976,0.2554
-0.4975,0.2433
-0.502,0.2505
-0.5009,0.2499
-0.5028,0.25
-0.4952,0.2481
-0.5026,0.251
-0.494,0.2436
-0.5038,0.2455
-0.498,0.2468
-0.4977,0.2512
-0.5012,0.254
-0.4943,0.2431
-0.4968,0.2519
-0.4977,0.2551
-0.502,0.2544
-0.5067,0.2511
-0.4979,0.2551
-0.49,0.2505
-0.5092,0.2569
-0.5029,0.2519
-0.4953,0.2478
