f0,protected
0.4978,0.2503
0.492,0.2426
0.4985,0.25
0.4991,0.2498
0.4957,0.2469
0.5005,0.2462
0.5011,0.246
0.4941,0.2482
0.4925,0.2522
0.5004,0.2507
0.5023,0.2491
0.4957,0.2451
0.4919,0.2445
0.5033,0.2503
0.5006,0.2439
0.4942,0.248
0.4905,0.2474
0.5018,0.2488
0.4941,0.2452
0.5078,0.2508
0.4984,0.2473
0.4962,0.253
0.4965,0.2503
0.5042,0.2477
0.4998,0.2507
0.4934,0.2437
0.4997,0.2426
0.4981,0.2521
0.4981,0.2488
0.5052,0.2545
0.5001,0.251
0.5087,0.2528
0.4965,0.249
0.4996,0.2494
0.5106,0.2555
0.4988,0.2495
0.4979,0.2507
0.5054,0.2515
0.5102,0.2552
0.4917,0.2417
0.4956,0.2496
0.4997,0.2457
0.4942,0.246
0.5033,0.2474
0.4958,0.2445
0.5048,0.2514
0.4986,0.2497
0.4911,0.2448
0.5026,0.2534
0.5043,0.2505
0.502,0.2473
0.4966,0.2432
0.5009,0.2482
0.4993,0.2489
0.5008,0.2565
0.5018,0.2574
0.5043,0.2536
0.5022,0.2501
0.4934,0.2478
0.5088,0.2514
0.5038,0.2538
0.4935,0.2385
0.5062,0.2553
0.4983,0.2484
0.502,0.2581
0.4984,0.246
0.495,0.2483
0.5043,0.2522
0.5005,0.2498
0.5016,0.2527
0.4989,0.2562
0.4952,0.2497
0.5079,0.256
0.4982,0.2516
0.4947,0.2426
0.4965,0.2492
0.5084,0.2555
0.5026,0.2471
0.5044,0.2524
0.4944,0.2464
0.5008,0.2498
0.4977,0.2433
0.4986,0.2486
0.4972,0.2469
0.5026,0.2538
0.4979,0.2463
0.4976,0.2464
0.4946,0.2481
0.4966,0.25
0.5032,0.2548
0.5009,0.2481
0.4982,0.247
0.4966,0.2411
0.5021,0.2511
0.5022,0.2481
0.4927,0.2424
0.4974,0.2478
0.4974,0.2424
0.499,0.2536
0.4972,0.2459
