f0,protected
-0.499,0.2455
-0.4962,0.2483
-0.5003,0.2495
-0.4933,0.2444
-0.4923,0.2479
-0.5031,0.2491
-0.5049,0.2581
-0.4973,0.2471
-0.4956,0.2518
-0.5045,0.2476
-0.4902,0.24
-0.4998,0.2526
-0.5011,0.2452
-0.4948,0.2415
-0.4903,0.2506
-0.4955,0.2496
-0.4947,0.2446
-0.5068,0.2632
-0.5054,0.2495
-0.4969,0.2521
-0.4987,0.2543
-0.5054,0.2503
-0.501,0.2531
-0.4996,0.2552
-0.4943,0.245
-0.5029,0.2573
-0.4966,0.246
-0.5093,0.2545
-0.4908,0.2457
-0.4834,0.242
-0.4924,0.2465
-0.5026,0.2556
-0.5033,0.2536
-0.5126,0.2631
-0.5095,0.2562
-0.5105,0.2521
-0.4903,0.2421
-0.5071,0.2455
-0.5016,0.2559
-0.4982,0.249
-0.5024,0.2518
-0.4981,0.2523
-0.4933,0.2429
-0.5033,0.2566
-0.5075,0.2563
-0.4986,0.2509
-0.4983,0.2501
-0.4992,0.2554
-0.5053,0.2519
-0.5033,0.2528
-0.4981,0.2434
-0.5015,0.2461
-0.4917,0.2489
-0.4964,0.2457
-0.4964,0.2478
-0.4926,0.2498
-0.5027,0.2517
-0.5053,0.2496
-0.4966,0.2413
-0.495,0.2507
-0.492,0.2531
-0.494,0.2397
-0.5035,0.2454
-0.498,0.2479
-0.4902,0.2463
-0.5061,0.256
-0.5017,0.2478
-0.4977,0.2487
-0.5007,0.2495
-0.5053,0.247
-0.4972,0.2495
-0.4976,0.246
-0.5096,0.2534
-0.5062,0.2491
-0.5012,0.2459
-0.4963,0.2492
-0.5016,0.252
-0.5008,0.2548
-0.5011,0.2459
-0.492,0.2457
-0.5023,0.2533
-0.5022,0.2537
-0.4985,0.2489
-0.5044,0.2496
-0.5035,0.247
-0.5081,0.2578
-0.4949,0.2449
-0.4855,0.2423
-0.5016,0.251
-0.4948,0.2445
-0.5058,0.2515
-0.503,0.2584
-0.4935,0.2463
-0.497,0.2459
-0.506,0.2531
-0.5027,0.2481
-0.502,0.253
-0.4996,0.2505
-0.5003,0.2481
-0.5037,0.2525
