f0,protected
0.4978,0.247
0.4992,0.2489
0.5041,0.2555
0.5055,0.2441
0.4962,0.248
0.5097,0.2546
0.4945,0.2393
0.4867,0.2453
0.5,0.2455
0.4976,0.2518
0.4934,0.2395
0.4954,0.2479
0.5033,0.2529
0.4995,0.2448
0.4982,0.2493
0.4993,0.2447
0.5054,0.2557
0.4937,0.2475
0.4987,0.2495
0.4994,0.257
0.4995,0.2453
0.4986,0.2496
0.5006,0.2511
0.4996,0.2477
0.505,0.2542
0.5038,0.2456
0.495,0.2474
0.5062,0.2526
0.4932,0.2443
0.5079,0.257
0.5039,0.2481
0.4974,0.2473
0.4946,0.243
0.4967,0.2508
0.5016,0.248
0.5018,0.2478
0.4973,0.2499
0.5107,0.2585
0.5036,0.2462
0.4958,0.2486
0.4945,0.2463
0.4942,0.246
0.5059,0.2548
0.5103,0.2521
0.5044,0.2462
0.5023,0.2533
0.4991,0.251
0.5025,0.2615
0.5051,0.2548
0.5069,0.249
0.509,0.2556
0.4982,0.2442
0.4976,0.2397
0.5012,0.2498
0.5023,0.2569
0.5031,0.2529
0.5019,0.2479
0.4933,0.2423
0.4981,0.2451
0.5023,0.2502
0.5041,0.2564
0.4952,0.2556
0.4988,0.2458
0.5067,0.2525
0.4975,0.2479
0.4966,0.2466
0.4992,0.2485
0.49,0.2416
0.5003,0.2497
0.4997,0.2464
0.4961,0.2452
0.4987,0.2474
0.501,0.2557
0.5001,0.2486
0.5072,0.2533
0.5,0.2456
0.5038,0.2524
0.5035,0.2467
0.5016,0.25
0.495,0.2475
0.4987,0.249
0.4963,0.2416
0.4971,0.2508
0.4999,0.2515
0.4961,0.2497
0.5046,0.2505
0.5071,0.2554
0.4964,0.2496
0.4947,0.2453
0.4939,0.2425
0.4927,0.2487
0.4946,0.2385
0.5111,0.2511
0.5018,0.2458
0.4987,0.2548
0.498,0.2515
0.4991,0.2461
0.5053,0.2539
0.4978,0.255
0.5062,0.2543
