f0,protected
-0.4984,0.2473
-0.4966,0.2487
-0.5018,0.2557
-0.4932,0.244
-0.4974,0.2462
-0.4968,0.2519
-0.5002,0.2547
-0.5052,0.2492
-0.4992,0.2512
-0.5056,0.2525
-0.5048,0.2498
-0.5058,0.2561
-0.5037,0.2541
-0.4946,0.2508
-0.4962,0.2483
-0.5066,0.2562
-0.498,0.2457
-0.5007,0.2529
-0.4968,0.2471
-0.509,0.2533
-0.5015,0.2519
-0.4948,0.2521
-0.496,0.2431
-0.4944,0.25
-0.5025,0.249
-0.507,0.2544
-0.4984,0.2526
-0.4996,0.2447
-0.5077,0.2442
-0.4915,0.2402
-0.5035,0.2502
-0.494,0.2391
-0.5012,0.2546
-0.5012,0.2485
-0.4991,0.2501
-0.5068,0.2508
-0.4998,0.2452
-0.5007,0.253
-0.4997,0.2447
-0.5037,0.2566
-0.5048,0.2496
-0.4971,0.2429
-0.5041,0.2531
-0.4979,0.2465
-0.4972,0.2509
-0.5028,0.2499
-0.4953,0.2472
-0.4918,0.2432
-0.5031,0.2513
-0.5024,0.251
-0.4967,0.2507
-0.5066,0.2521
-0.4972,0.2459
-0.5009,0.2485
-0.5052,0.2553
-0.4998,0.2516
-0.5034,0.2479
-0.5102,0.255
-0.5062,0.2555
-0.4901,0.2439
-0.4962,0.2547
-0.5052,0.2495
-0.4994,0.2466
-0.5046,0.2497
-0.5055,0.2551
-0.5057,0.2565
-0.4954,0.2449
-0.5096,0.2594
-0.4995,0.2516
-0.4993,0.244
-0.5052,0.2511
-0.5029,0.2543
-0.4993,0.2476
-0.4911,0.2553
-0.5128,0.2576
-0.5015,0.2544
-0.5023,0.2445
-0.5053,0.2561
-0.5058,0.2514
-0.4973,0.2498
-0.4949,0.2464
-0.4946,0.2449
-0.5001,0.2532
-0.5036,0.2509
-0.5005,0.2484
-0.4893,0.2491
-0.4955,0.2532
-0.4935,0.2409
-0.5036,0.2506
-0.4955,0.2487
-0.4981,0.2548
-0.4981,0.2457
-0.5022,0.25
-0.5068,0.247
-0.4948,0.2504
-0.4986,0.2466
-0.4997,0.2499
-0.4976,0.2491
-0.4994,0.2481
-0.5007,0.2474
