f0,protected
-0.5038,0.2469
-0.4973,0.248
-0.5032,0.249
-0.4946,0.2519
-0.4929,0.2442
-0.5024,0.2482
-0.4945,0.2494
-0.5013,0.2504
-0.5013,0.2531
-0.2532,0.0
-0.4922,0.2499
-0.4971,0.2546
-0.5051,0.248
-0.2501,0.0
-0.5065,0.2566
-0.4924,0.2477
-0.4992,0.2495
-0.5005,0.2468
-0.4974,0.2495
-0.5069,0.255
-0.5035,0.2491
-0.5003,0.2458
-0.4895,0.2444
-0.5057,0.2522
-0.5024,0.2536
-0.5022,0.2413
-0.4995,0.2493
-0.505,0.2505
-0.5024,0.2525
-0.5019,0.2447
-0.4936,0.2444
-0.5012,0.2557
-0.4996,0.2559
-0.4988,0.2543
-0.499,0.2494
-0.4893,0.2452
-0.5049,0.2502
-0.5044,0.2523
-0.4988,0.254
-0.4969,0.2471
-0.493,0.255
-0.5053,0.2558
-0.4996,0.2512
-0.5001,0.2521
-0.4933,0.2432
-0.497,0.2517
-0.5042,0.251
-0.4927,0.2492
-0.4959,0.2497
-0.4837,0.2418
-0.4925,0.2448
-0.24,0.0
-0.5001,0.2447
-0.4981,0.2475
-0.4916,0.2442
-0.504,0.2552
-0.5,0.2507
-0.5009,0.2493
-0.5032,0.2562
-0.4969,0.251
-0.4993,0.2501
-0.505,0.2436
-0.4942,0.246
-0.4951,0.24
-0.5037,0.248
-0.5096,0.2557
-0.5062,0.2516
-0.5109,0.2555
-0.5008,0.2545
-0.5052,0.2534
-0.4971,0.2464
-0.4996,0.2488
-0.5036,0.2512
-0.5037,0.2474
-0.4958,0.2496
-0.4994,0.2498
-0.497,0.2505
-0.4912,0.2456
-0.5069,0.2561
-0.5007,0.2523
-0.5034,0.2508
-0.4956,0.2434
-0.5,0.2494
-0.4964,0.2454
-0.4989,0.2477
-0.5048,0.2526
-0.5095,0.2576
-0.4983,0.2486
-0.498,0.2467
-0.5042,0.2543
-0.4939,0.2506
-0.5027,0.2497
-0.492,0.2478
-0.503,0.2541
-0.5042,0.2501
-0.5012,0.2481
-0.5061,0.2575
-0.4934,0.2502
-0.4952,0.2435
-0.4963,0.2459
