f0,protected
0.0,0.0
0.0,0.0
0.5002,0.2546
0.4984,0.2528
0.0,0.0
0.0,0.0
0.4991,0.5014
0.5073,0.2556
0.0,0.0
0.0,-0.255
0.0,0.0
0.0,0.0
0.4983,0.4994
0.4986,0.5026
0.0,0.0
0.5009,0.4986
0.0,0.0
0.0,0.0
0.0,0.0
0.0,-0.2545
0.0,0.0
0.0,0.0
0.0,-0.252
0.0,0.0
0.5019,0.2447
0.5018,0.5135
0.5042,0.4958
0.5077,0.2553
0.0,0.0
0.5017,0.263
0.0,0.0
0.0,0.0
0.0,0.0
0.5093,0.4985
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,-0.2456
0.503,0.2466
0.0,-0.245
0.0,0.0
0.0,0.0
0.0,0.0
0.4977,0.2505
0.0,-0.256
0.5056,0.5023
0.0,-0.2536
0.4957,0.4967
0.0,0.0
0.0,-0.2435
0.0,0.0
0.0,0.0
0.4975,0.2543
0.4988,0.2505
0.503,0.4982
0.5064,0.2554
0.5053,0.4925
0.0,-0.2562
0.0,-0.2456
0.0,-0.251
0.509,0.4979
0.4967,0.5008
0.0,0.0
0.4998,0.494
0.0,0.0
0.0,0.0
0.4966,0.2557
0.0,0.0
0.0,0.0
0.5022,0.4968
0.0,0.0
0.0,0.0
0.4981,0.5054
0.5008,0.498
0.4967,0.5005
0.0,-0.2515
0.0,0.0
0.5114,0.2595
0.0,-0.2538
0.0,0.0
0.0,-0.2482
0.4992,0.2506
0.0,-0.2501
0.5039,0.2529
0.0,-0.2536
0.0,-0.2547
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.5044,0.5037
0.0,0.0
0.0,0.0
0.5063,0.5089
0.0,-0.2508
