f0,protected
-0.4986,0.2534
-0.4901,0.2466
-0.4944,0.2506
-0.5042,0.2521
-0.5018,0.2514
-0.5007,0.2534
-0.5017,0.2526
-0.503,0.2513
-0.5022,0.2467
-0.5165,0.2568
-0.5048,0.2502
-0.5024,0.2519
-0.4893,0.2421
-0.4864,0.2463
-0.5021,0.252
-0.4911,0.2471
-0.5097,0.257
-0.5002,0.253
-0.5075,0.2587
-0.4965,0.2501
-0.4982,0.2513
-0.4896,0.2481
-0.4929,0.2482
-0.5077,0.2533
-0.4983,0.2469
-0.5012,0.256
-0.4979,0.2528
-0.5063,0.249
-0.4956,0.2411
-0.506,0.2516
-0.4971,0.248
-0.496,0.2526
-0.5026,0.2532
-0.5017,0.2478
-0.4965,0.247
-0.5042,0.2574
-0.5032,0.2563
-0.5057,0.2503
-0.5048,0.2537
-0.4987,0.2492
-0.4861,0.2432
-0.4934,0.2429
-0.4974,0.2473
-0.4968,0.2487
-0.4929,0.2435
-0.4963,0.2447
-0.4891,0.2418
-0.4979,0.2406
-0.5043,0.2522
-0.4987,0.2531
-0.5047,0.2498
-0.491,0.2466
-0.5023,0.2485
-0.4993,0.2568
-0.5072,0.2536
-0.4977,0.2518
-0.5037,0.2523
-0.5039,0.2592
-0.5099,0.2586
-0.4981,0.2532
-0.4987,0.2475
-0.4914,0.2434
-0.4947,0.2459
-0.5016,0.2499
-0.4949,0.2454
-0.4973,0.2537
-0.496,0.251
-0.5012,0.251
-0.4992,0.2474
-0.4994,0.246
-0.4942,0.2444
-0.4976,0.2468
-0.4993,0.2525
-0.4964,0.2529
-0.5058,0.2508
-0.5009,0.2539
-0.5027,0.258
-0.4951,0.2462
-0.5011,0.2522
-0.5062,0.2489
-0.4923,0.2475
-0.4947,0.2551
-0.5019,0.2503
-0.4953,0.2459
-0.5082,0.2475
-0.5018,0.2493
-0.4965,0.2511
-0.5068,0.2489
-0.5041,0.2497
-0.5004,0.2549
-0.4955,0.2538
-0.5044,0.2509
-0.4965,0.2443
-0.5022,0.2519
-0.5002,0.2511
-0.5004,0.2496
-0.5046,0.2558
-0.5038,0.2522
-0.5008,0.2486
-0.5017,0.2528
