f0,protected
-0.4944,0.2419
-0.5005,0.2543
-0.502,0.2483
-0.495,0.2458
-0.499,0.2486
-0.5061,0.2553
-0.4962,0.2497
-0.4974,0.255
-0.4904,0.2453
-0.4985,0.2487
-0.499,0.2526
-0.4997,0.2555
-0.4996,0.2414
-0.4953,0.2509
-0.5021,0.2442
-0.5051,0.253
-0.5023,0.2556
-0.5059,0.2536
-0.495,0.251
-0.4933,0.2501
-0.5096,0.2591
-0.5047,0.2485
-0.4951,0.2481
-0.5003,0.2471
-0.5022,0.2494
-0.5009,0.2499
-0.4978,0.2513
-0.4944,0.246
-0.5026,0.2552
-0.5038,0.2541
-0.4927,0.248
-0.5016,0.2514
-0.4962,0.2471
-0.4998,0.2531
-0.5076,0.2507
-0.4946,0.246
-0.4975,0.252
-0.4952,0.2385
-0.4977,0.2516
-0.5009,0.2511
-0.4997,0.2484
-0.4951,0.2486
-0.5076,0.2528
-0.5028,0.2475
-0.4985,0.2494
-0.502,0.2463
-0.5015,0.2498
-0.504,0.2515
-0.508,0.2537
-0.4975,0.2438
-0.5029,0.2561
-0.4993,0.2474
-0.5029,0.253
-0.4981,0.2491
-0.5058,0.2558
-0.4973,0.2517
-0.5125,0.2554
-0.5033,0.261
-0.4987,0.2448
-0.5019,0.2519
-0.4971,0.2453
-0.5002,0.249
-0.4915,0.2488
-0.505,0.2496
-0.5043,0.2538
-0.4878,0.2376
-0.4999,0.2457
-0.5005,0.252
-0.5031,0.2508
-0.4983,0.2471
-0.5006,0.2499
-0.4986,0.2512
-0.5027,0.2492
-0.5003,0.2514
-0.4943,0.2503
-0.5047,0.2575
-0.5051,0.2552
-0.5027,0.2509
-0.5128,0.2567
-0.4982,0.2516
-0.4934,0.2505
-0.5029,0.2501
-0.4987,0.246
-0.5045,0.2495
-0.5003,0.2577
-0.4955,0.2499
-0.4964,0.248
-0.4987,0.2485
-0.4956,0.2448
-0.5063,0.2562
-0.4996,0.2531
-0.4985,0.2502
-0.5052,0.2484
-0.491,0.2483
-0.4986,0.2457
-0.5033,0.256
-0.4993,0.252
-0.4976,0.2486
-0.4913,0.2413
-0.4975,0.2471
