f0,protected
-0.501,0.2479
-0.4939,0.2464
-0.5031,0.2577
-0.5055,0.2565
-0.514,0.259
-0.5081,0.2541
-0.4984,0.2514
-0.498,0.2515
-0.5056,0.2518
-0.493,0.2445
-0.4976,0.2494
-0.4964,0.2529
-0.4987,0.2553
-0.5098,0.2544
-0.4977,0.2503
-0.4984,0.2542
-0.5027,0.2544
-0.4922,0.2437
-0.4965,0.2493
-0.4947,0.2504
-0.5034,0.2543
-0.4971,0.2371
-0.5034,0.2531
-0.5044,0.2518
-0.4985,0.2492
-0.4967,0.2477
-0.5031,0.2539
-0.4954,0.2462
-0.5043,0.2535
-0.5,0.254
-0.4902,0.2416
-0.4974,0.2467
-0.494,0.2463
-0.5006,0.2479
-0.4976,0.2524
-0.502,0.25
-0.4971,0.2491
-0.5005,0.2454
-0.5083,0.2509
-0.4943,0.2448
-0.4986,0.2481
-0.4973,0.2481
-0.4999,0.2533
-0.4935,0.2501
-0.5009,0.2536
-0.4987,0.2379
-0.5002,0.2449
-0.495,0.2477
-0.5011,0.2496
-0.5051,0.2518
-0.5094,0.2559
-0.5003,0.2506
-0.506,0.2536
-0.5024,0.2483
-0.5008,0.2548
-0.5115,0.2538
-0.497,0.2536
-0.5014,0.2483
-0.4913,0.2437
-0.5017,0.2505
-0.497,0.2478
-0.5014,0.2453
-0.4982,0.2509
-0.5044,0.2469
-0.497,0.2517
-0.4954,0.2463
-0.497,0.2513
-0.4986,0.2432
-0.5032,0.2463
-0.503,0.2552
-0.5005,0.2503
-0.4936,0.2529
-0.4875,0.2453
-0.5064,0.2531
-0.4957,0.2402
-0.5023,0.2538
-0.4929,0.2478
-0.4985,0.2485
-0.5025,0.2526
-0.498,0.2526
-0.4909,0.2518
-0.501,0.2506
-0.4986,0.2509
-0.5073,0.2592
-0.5007,0.2433
-0.5132,0.2565
-0.4974,0.2472
-0.5024,0.2501
-0.5052,0.2549
-0.5006,0.2522
-0.5019,0.2509
-0.4976,0.2472
-0.4978,0.2518
-0.4906,0.2468
-0.5034,0.2502
-0.5003,0.2507
-0.4992,0.2525
-0.5031,0.254
-0.496,0.2484
-0.494,0.2492
