f0,protected
0.5061,0.2509
0.4996,0.2427
0.4971,0.2486
0.4974,0.2519
0.4908,0.2468
0.5058,0.254
0.5003,0.2416
0.5007,0.2522
0.4896,0.2476
0.5056,0.2508
0.5048,0.2492
0.5004,0.2489
0.4999,0.2464
0.505,0.2542
0.4972,0.2488
0.4993,0.2544
0.4974,0.2485
0.5116,0.2538
0.5017,0.2494
0.5008,0.2497
0.5091,0.2522
0.5122,0.2544
0.5001,0.2519
0.5087,0.2629
0.4933,0.2459
0.4981,0.2485
0.5072,0.2504
0.5116,0.2577
0.5048,0.2539
0.5061,0.2452
0.5022,0.2517
0.4964,0.2529
0.5035,0.2505
0.5041,0.2523
0.5086,0.2525
0.4997,0.2556
0.5057,0.2517
0.4986,0.246
0.4972,0.2445
0.5042,0.2505
0.4948,0.2435
0.5003,0.2567
0.5018,0.2524
0.5045,0.2553
0.5002,0.2549
0.5117,0.2543
0.5003,0.2559
0.5021,0.2506
0.498,0.2432
0.5058,0.2523
0.4987,0.249
0.4972,0.2493
0.499,0.2484
0.4984,0.2517
0.502,0.2562
0.4999,0.2533
0.4953,0.2529
0.5029,0.2554
0.501,0.2525
0.4985,0.2475
0.505,0.2497
0.498,0.2523
0.4897,0.25
0.4978,0.2518
0.4964,0.2448
0.4922,0.2456
0.4962,0.2529
0.4933,0.248
0.4976,0.2507
0.4989,0.2545
0.5011,0.2498
0.4993,0.2478
0.5014,0.2544
0.5033,0.2481
0.4964,0.2498
0.4974,0.2474
0.4903,0.2476
0.5069,0.259
0.4949,0.2428
0.5052,0.2532
0.4979,0.2463
0.5082,0.2568
0.49,0.2452
0.4967,0.2484
0.4972,0.2471
0.4977,0.2477
0.5007,0.2513
0.4968,0.2475
0.5093,0.2613
0.495,0.2426
0.5109,0.2537
0.5007,0.2476
0.4953,0.2525
0.5074,0.2625
0.5013,0.2472
0.5002,0.2487
0.4991,0.2506
0.5032,0.253
0.4959,0.2432
0.5015,0.2532
