f0,protected
0.5026,0.2502
0.5006,0.2445
0.5079,0.2556
0.5002,0.2472
0.496,0.2484
0.0,-0.2504
0.4995,0.2527
0.4944,0.2478
0.4976,0.2489
0.5027,0.2539
0.4973,0.2518
0.4969,0.2455
0.5032,0.2559
0.4987,0.2484
0.4984,0.2466
0.5003,0.251
0.4997,0.2465
0.4914,0.2431
0.4926,0.2565
0.4964,0.2498
0.5021,0.244
0.4975,0.2539
0.4994,0.2448
0.5056,0.2506
0.498,0.2457
0.506,0.2516
0.504,0.2442
0.5014,0.2552
0.5044,0.2526
0.4946,0.2438
0.5008,0.2458
0.5013,0.252
0.0,0.0
0.5041,0.2514
0.0,-0.2439
0.5001,0.2466
0.4974,0.2465
0.49,0.2436
0.4997,0.2499
0.0,-0.2484
0.4912,0.2438
0.4918,0.2451
0.0,0.0
0.5013,0.2474
0.5065,0.2543
0.4989,0.251
0.497,0.248
0.509,0.2534
0.5015,0.2475
0.4991,0.2524
0.5011,0.2546
0.4938,0.2457
0.4962,0.4934
0.5019,0.2463
0.495,0.2477
0.4967,0.246
0.4947,0.2463
0.4993,0.2535
0.4943,0.2513
0.4922,0.2495
0.496,0.2442
0.4992,0.2519
0.0,-0.2475
0.4972,0.2476
0.4908,0.2403
0.504,0.2529
0.5033,0.2551
0.5076,0.2515
0.4944,0.2489
0.5047,0.2519
0.5,0.2509
0.5019,0.2523
0.5005,0.2451
0.4938,0.2471
0.4941,0.5044
0.0,-0.2488
0.4991,0.2526
0.5028,0.2499
0.5032,0.2547
0.4947,0.2449
0.4999,0.2511
0.4982,0.247
0.5026,0.2562
0.4962,0.245
0.4947,0.2492
0.4993,0.2483
0.0,0.0
0.4876,0.2409
0.5018,0.2516
0.4981,0.2487
0.4969,0.2521
0.0,0.0
0.4905,0.2478
0.4937,0.2479
0.0,0.0
0.4979,0.2471
0.4961,0.2453
0.5011,0.2506
0.5029,0.2597
0.4949,0.2453
