f0,protected
-0.4989,-0.2467
-0.4969,-0.4906
-0.4965,0.2535
-0.5078,0.2535
-0.4972,0.2456
-0.5043,-0.4991
-0.5041,0.2481
-0.4945,0.2514
0.0,0.2491
-0.495,0.2516
0.0,0.2459
0.0,0.0
-0.4959,0.2467
0.0,0.2471
-0.5073,-0.4966
0.0,0.0
-0.498,0.248
0.0,0.2518
-0.4968,0.2495
-0.4997,-0.2488
0.0,0.0
-0.5016,0.2523
-0.5013,-0.2474
-0.5028,-0.2556
-0.4954,-0.4953
-0.4932,-0.4978
0.0,0.2499
-0.5036,-0.4941
-0.4986,-0.5074
-0.4959,0.2448
-0.4943,0.2497
-0.493,0.2441
0.0,0.0
-0.4975,0.2498
-0.5089,-0.2592
0.0,0.2418
0.0,0.0
0.0,0.0
-0.498,-0.5107
-0.4969,-0.2485
0.0,0.0
-0.498,-0.2515
0.0,0.0
-0.4937,0.2443
-0.4984,-0.501
-0.4991,0.2522
-0.4992,0.2471
-0.4982,0.2479
-0.4983,0.2511
-0.4985,0.2476
0.0,0.2505
-0.5028,0.2454
-0.4973,-0.2475
-0.503,0.2498
0.0,0.2402
-0.5006,0.2531
-0.4989,0.2468
0.0,0.2537
-0.503,-0.5015
-0.4971,-0.5005
-0.5027,0.2562
-0.4963,0.2528
0.0,0.2576
-0.5009,-0.4947
-0.4988,0.2528
0.0,0.0
-0.5038,0.2536
-0.5054,0.2497
0.0,0.0
-0.4963,0.2511
0.0,0.0
-0.4965,-0.485
-0.5018,-0.5037
-0.5017,0.2483
0.0,0.0
-0.4981,-0.5061
-0.4938,-0.2504
0.0,0.0
-0.5029,-0.4926
-0.5043,-0.4968
-0.5071,0.2555
-0.4978,-0.4961
-0.5041,0.2488
0.0,0.2505
-0.508,-0.4995
-0.4963,0.2467
0.0,0.0
-0.5094,0.2585
0.0,0.0
-0.5066,-0.5069
-0.5057,0.2565
0.0,0.0
-0.5023,-0.2469
0.0,0.243
-0.4972,0.2469
-0.4976,0.2518
-0.4905,-0.4982
-0.5006,0.2537
-0.4969,0.2477
0.0,0.2555
