f0,protected
0.0,0.0
0.0,-0.2427
0.5008,0.5049
0.0,0.0
0.0,0.0
0.0,0.0
-0.2529,-0.2529
0.0,0.0
0.0,0.0
0.0,-0.2592
0.0,0.0
0.0,0.0
0.2447,0.5017
0.0,0.0
0.2491,0.499
0.0,0.0
0.0,0.0
-0.2523,0.0
0.0,0.0
0.0,0.0
-0.2492,0.0
0.0,0.0
0.0,-0.2468
0.0,0.0
0.0,0.0
-0.2479,0.4999
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
-0.2478,0.0
-0.4963,0.249
-0.2601,-0.2601
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
-0.2568,0.0
0.0,0.0
0.0,0.0
0.0,-0.2458
0.0,0.0
0.0,0.0
-0.4991,0.2523
0.0,0.0
0.4971,0.498
0.4998,0.499
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,-0.2465
0.0,-0.2469
0.0,0.0
0.0,0.0
0.0,0.0
0.0,-0.2545
0.0,-0.2517
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
-0.5016,0.2556
0.0,0.0
-0.254,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,-0.2514
0.0,0.0
0.0,0.0
0.0,0.0
0.4994,0.2565
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,-0.2484
0.0,-0.2597
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,-0.2462
