f0,protected
0.5028,0.2543
0.5075,0.2537
0.496,0.2472
0.496,0.2495
0.4998,0.2502
0.4988,0.2505
0.4897,0.2514
0.5009,0.2536
0.5,0.2515
0.5029,0.2547
0.5037,0.2526
0.4964,0.2552
0.5053,0.2522
0.5071,0.2516
0.4927,0.2484
0.5022,0.2483
0.5003,0.2485
0.5012,0.2509
0.5016,0.2541
0.5046,0.2564
0.4955,0.2521
0.4994,0.2476
0.5021,0.2558
0.501,0.2513
0.4995,0.2426
0.4995,0.2457
0.5034,0.2495
0.499,0.2412
0.501,0.2528
0.5084,0.2544
0.4996,0.2457
0.4931,0.2517
0.501,0.2464
0.5061,0.2532
0.5006,0.2541
0.4877,0.2391
0.4874,0.2419
0.4848,0.2349
0.4939,0.2458
0.4979,0.2546
0.5003,0.2425
0.4964,0.2484
0.4998,0.2528
0.4985,0.2561
0.5096,0.2546
0.5104,0.2518
0.4961,0.2525
0.4962,0.2444
0.4919,0.2455
0.4918,0.2402
0.4971,0.2548
0.4905,0.2453
0.5102,0.2543
0.5057,0.254
0.5023,0.2578
0.5003,0.2522
0.5074,0.2578
0.4925,0.2472
0.4991,0.2542
0.4946,0.2469
0.4977,0.2447
0.4969,0.2505
0.4988,0.2476
0.5102,0.253
0.4981,0.2402
0.4987,0.2532
0.5015,0.2486
0.4922,0.2477
0.5126,0.2539
0.4987,0.2525
0.5015,0.2509
0.4897,0.2418
0.4951,0.2495
0.5008,0.2504
0.5007,0.2492
0.5035,0.2487
0.4886,0.2501
0.5006,0.2508
0.4935,0.2504
0.5007,0.2518
0.499,0.2486
0.5025,0.2541
0.4971,0.2532
0.5007,0.2524
0.495,0.2447
0.492,0.2444
0.5046,0.2483
0.507,0.248
0.5005,0.2481
0.5005,0.2536
0.5046,0.2589
0.4993,0.2471
0.4989,0.2514
0.4934,0.2495
0.499,0.2516
0.5013,0.2497
0.509,0.256
0.4943,0.2466
0.4982,0.2479
0.4902,0.2422
