f0,protected
0.5009,0.2514
0.5036,0.255
0.5062,0.2511
0.4953,0.2411
0.5053,0.2513
0.4996,0.2505
0.4952,0.2502
0.4933,0.2458
0.4959,0.2469
0.5011,0.2546
0.4875,0.2367
0.5052,0.2515
0.4947,0.2433
0.4969,0.2444
0.5064,0.2542
0.5148,0.2549
0.4996,0.246
0.493,0.2452
0.5057,0.2542
0.4967,0.2453
0.4941,0.2419
0.4934,0.2442
0.5042,0.2568
0.5013,0.255
0.4921,0.2408
0.5044,0.252
0.5017,0.2512
0.5,0.2467
0.4967,0.2496
0.5013,0.2504
0.4997,0.2525
0.5061,0.2577
0.5061,0.2566
0.5057,0.2511
0.4964,0.2526
0.4947,0.2466
0.5032,0.2515
0.4978,0.2524
0.5025,0.2518
0.5003,0.25
0.5068,0.2556
0.4997,0.2539
0.5051,0.2552
0.4987,0.2541
0.4934,0.249
0.5025,0.2562
0.4956,0.2433
0.5054,0.2515
0.4998,0.2548
0.4962,0.2489
0.5064,0.2513
0.501,0.2518
0.5001,0.2425
0.5008,0.2546
0.4996,0.2464
0.4945,0.2439
0.504,0.2514
0.4979,0.2516
0.5006,0.2473
0.4984,0.2442
0.5036,0.2547
0.5095,0.2498
0.5023,0.2521
0.4937,0.2453
0.4958,0.2422
0.5024,0.2465
0.4955,0.2535
0.4985,0.2466
0.5029,0.2477
0.4995,0.2476
0.4965,0.2507
0.5064,0.2563
0.5043,0.2574
0.4987,0.2552
0.5066,0.25
0.4988,0.2472
0.4972,0.253
0.4977,0.249
0.5049,0.2486
0.4962,0.245
0.4983,0.2498
0.5004,0.2513
0.4985,0.2512
0.502,0.2504
0.496,0.2439
0.4962,0.2558
0.4905,0.2496
0.4953,0.2458
0.4963,0.248
0.5017,0.2433
0.4979,0.2508
0.5017,0.2486
0.5109,0.2489
0.4988,0.2523
0.4921,0.252
0.5015,0.2633
0.4983,0.2504
0.4972,0.2518
0.5024,0.2571
0.4968,0.247
