f0,protected
-0.4967,0.2414
-0.5007,0.2521
-0.5014,0.2544
-0.5008,0.2504
-0.5059,0.2509
-0.4956,0.2515
-0.4924,0.2512
-0.5046,0.2574
-0.4988,0.2415
-0.5098,0.2595
-0.5027,0.2518
-0.4975,0.2502
-0.4977,0.2406
-0.4977,0.2476
-0.5057,0.2516
-0.4985,0.2504
-0.502,0.2492
-0.5061,0.2501
-0.5175,0.2548
-0.4985,0.2474
-0.5038,0.2497
-0.504,0.2457
-0.4949,0.2471
-0.5028,0.256
-0.5045,0.2506
-0.4961,0.25
-0.509,0.2551
-0.5001,0.2566
-0.503,0.2512
-0.5006,0.2457
-0.4929,0.2456
-0.5018,0.2484
-0.4997,0.2501
-0.4926,0.2479
-0.5036,0.2565
-0.4883,0.2503
-0.5123,0.2574
-0.4986,0.2503
-0.4976,0.2465
-0.4914,0.2519
-0.5028,0.2498
-0.5042,0.2526
-0.4925,0.2488
-0.5047,0.2557
-0.4997,0.2508
-0.5082,0.2547
-0.5024,0.2519
-0.4986,0.2511
-0.5031,0.247
-0.5019,0.2554
-0.5031,0.2478
-0.4932,0.2562
-0.4848,0.2466
-0.4907,0.2426
-0.4941,0.251
-0.4968,0.2483
-0.4951,0.2482
-0.5016,0.2487
-0.4946,0.2503
-0.4862,0.243
-0.4983,0.2529
-0.5018,0.2526
-0.504,0.2512
-0.4918,0.2437
-0.5006,0.2554
-0.4971,0.2519
-0.5009,0.2494
-0.4934,0.2504
-0.4989,0.2501
-0.5091,0.2589
-0.4948,0.2515
-0.4981,0.2424
-0.5063,0.2536
-0.501,0.2484
-0.4978,0.2433
-0.4953,0.2489
-0.5077,0.2546
-0.5052,0.2559
-0.4922,0.24
-0.4977,0.2481
-0.5009,0.2546
-0.4975,0.2538
-0.4999,0.2532
-0.4961,0.2499
-0.499,0.2437
-0.5081,0.2524
-0.502,0.249
-0.5001,0.2534
-0.4969,0.259
-0.4999,0.2526
-0.4973,0.2483
-0.5027,0.2474
-0.4996,0.2507
-0.4967,0.2399
-0.5053,0.2542
-0.5051,0.2562
-0.5036,0.2538
-0.4982,0.2449
-0.5024,0.257
-0.4956,0.2493
